,BACINO IDROGRAFICO,LAGO,CORPO IDRICO,PROVINCIA,COMUNE,COORD X,COORD Y,Codice Stazione,Descrizione Profondità,Profondità,DATA CAMPIONAMENTO,PARAMETRO,CAS,UM,VALORE,ParameterIdentificationSystem
343,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Cloruri,16887-00-6,mg-L-Cl,5.4,CAS
344,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,402.0,WISE
345,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Cromo totale,7440-47-3,µg-L,lt-2,CAS
346,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Durezza (totale),20001,mg-L-CaCO3,199.0,CAS
347,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Fluoruri,16984-48-8,µg-L,lt-500,CAS
348,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Fosforo Totale,7723-14-0,µg-L-P,18.0,CAS
349,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Magnesio,7439-95-4,mg-L,12.0,CAS
350,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
351,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Nichel,7440-02-0,µg-L,lt-2,CAS
352,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Ortofosfato,14265-44-2,µg-L-P,lt-4,CAS
353,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Ossigeno % di saturazione,3131-01-9,%-sat.,42.0,WISE
354,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Ossigeno disciolto,7782-44-7,mg-L-O2,4.2,CAS
355,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,pH,12408-02-5,pH,nd,CAS
356,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Piombo,7439-92-1,µg-L,lt-1,CAS
357,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Potassio,7440-09-7,mg-L,0.8,CAS
358,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Rame,7440-50-8,µg-L,lt-5,CAS
359,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Silicati reattivi,1344-09-8,mg-L-SiO2,4.9,CAS
360,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Sodio,7440-23-5,mg-L,4.2,CAS
361,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Solfati,14808-79-8,mg-L-SO4,16.0,CAS
362,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Temperatura acqua,3121-01-5,°C,15.1,WISE
363,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.2,2019-05-22,Zinco,7440-66-6,µg-L,lt-20,CAS
364,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Alcalinità,71-52-3,meq-L,3.654,CAS
365,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Arsenico,7440-38-2,µg-L,lt-1,CAS
366,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Azoto ammoniacale,14798-03-9,mg-L-N,0.29,CAS
367,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Azoto nitrico,14797-55-8,mg-L-N,lt-0.25,CAS
368,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Azoto nitroso,14797-65-0,mg-L-N,lt-0.003,CAS
369,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Azoto Totale,17778-88-0,mg-L-N,1.0,CAS
370,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
371,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Calcio,7440-70-2,mg-L,56.0,CAS
372,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Cloruri,16887-00-6,mg-L-Cl,5.5,CAS
373,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,350.0,WISE
374,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Cromo totale,7440-47-3,µg-L,lt-2,CAS
375,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Durezza (totale),20001,mg-L-CaCO3,193.0,CAS
376,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Fluoruri,16984-48-8,µg-L,lt-500,CAS
377,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Fosforo Totale,7723-14-0,µg-L-P,40.0,CAS
378,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Magnesio,7439-95-4,mg-L,13.0,CAS
379,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
380,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Nichel,7440-02-0,µg-L,lt-2,CAS
381,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Ortofosfato,14265-44-2,µg-L-P,lt-4,CAS
382,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Ossigeno % di saturazione,3131-01-9,%-sat.,0.1,WISE
383,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Ossigeno disciolto,7782-44-7,mg-L-O2,0.01,CAS
384,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,pH,12408-02-5,pH,7.2,CAS
385,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Piombo,7439-92-1,µg-L,lt-1,CAS
386,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Potassio,7440-09-7,mg-L,0.9,CAS
387,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Rame,7440-50-8,µg-L,lt-5,CAS
388,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Silicati reattivi,1344-09-8,mg-L-SiO2,14.4,CAS
389,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Sodio,7440-23-5,mg-L,4.3,CAS
390,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Solfati,14808-79-8,mg-L-SO4,10.0,CAS
391,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Temperatura acqua,3121-01-5,°C,22.9,WISE
392,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.5,2019-07-22,Zinco,7440-66-6,µg-L,lt-20,CAS
393,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Alcalinità,71-52-3,meq-L,3.358,CAS
394,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Arsenico,7440-38-2,µg-L,lt-1,CAS
395,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Azoto ammoniacale,14798-03-9,mg-L-N,0.59,CAS
396,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Azoto nitrico,14797-55-8,mg-L-N,lt-0.25,CAS
397,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Azoto nitroso,14797-65-0,mg-L-N,lt-0.003,CAS
398,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Azoto Totale,17778-88-0,mg-L-N,1.4,CAS
399,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
400,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Calcio,7440-70-2,mg-L,49.0,CAS
401,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Cloruri,16887-00-6,mg-L-Cl,5.5,CAS
402,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,333.0,WISE
403,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Cromo totale,7440-47-3,µg-L,lt-2,CAS
404,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Durezza (totale),20001,mg-L-CaCO3,173.0,CAS
405,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Fluoruri,16984-48-8,µg-L,lt-500,CAS
406,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Fosforo Totale,7723-14-0,µg-L-P,66.0,CAS
407,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Magnesio,7439-95-4,mg-L,13.0,CAS
408,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
409,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Nichel,7440-02-0,µg-L,lt-2,CAS
410,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Ortofosfato,14265-44-2,µg-L-P,lt-4,CAS
411,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Ossigeno % di saturazione,3131-01-9,%-sat.,0.0,WISE
412,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Ossigeno disciolto,7782-44-7,mg-L-O2,0.0,CAS
413,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,pH,12408-02-5,pH,7.2,CAS
414,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Piombo,7439-92-1,µg-L,lt-1,CAS
415,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Potassio,7440-09-7,mg-L,1.0,CAS
416,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Rame,7440-50-8,µg-L,lt-5,CAS
417,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Silicati reattivi,1344-09-8,mg-L-SiO2,8.9,CAS
418,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Sodio,7440-23-5,mg-L,4.4,CAS
419,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Solfati,14808-79-8,mg-L-SO4,8.7,CAS
420,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Temperatura acqua,3121-01-5,°C,22.7,WISE
421,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.4,2019-08-26,Zinco,7440-66-6,µg-L,lt-20,CAS
422,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Alcalinità,71-52-3,meq-L,3.0,CAS
423,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Arsenico,7440-38-2,µg-L,lt-1,CAS
424,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Azoto ammoniacale,14798-03-9,mg-L-N,0.16,CAS
425,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Azoto nitrico,14797-55-8,mg-L-N,lt-0.25,CAS
426,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Azoto nitroso,14797-65-0,mg-L-N,0.006,CAS
427,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Azoto Totale,17778-88-0,mg-L-N,0.7,CAS
428,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
429,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Calcio,7440-70-2,mg-L,45.0,CAS
430,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Cloruri,16887-00-6,mg-L-Cl,5.6,CAS
431,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,318.0,WISE
432,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Cromo totale,7440-47-3,µg-L,lt-2,CAS
433,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Durezza (totale),20001,mg-L-CaCO3,156.0,CAS
434,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Fluoruri,16984-48-8,µg-L,lt-500,CAS
435,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Fosforo Totale,7723-14-0,µg-L-P,16.0,CAS
436,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Magnesio,7439-95-4,mg-L,10.0,CAS
437,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
438,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Nichel,7440-02-0,µg-L,lt-2,CAS
439,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Ortofosfato,14265-44-2,µg-L-P,lt-4,CAS
440,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Ossigeno % di saturazione,3131-01-9,%-sat.,51.0,WISE
441,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Ossigeno disciolto,7782-44-7,mg-L-O2,5.1,CAS
442,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,pH,12408-02-5,pH,7.6,CAS
443,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Piombo,7439-92-1,µg-L,lt-1,CAS
444,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Potassio,7440-09-7,mg-L,0.8,CAS
445,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Rame,7440-50-8,µg-L,lt-5,CAS
446,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Silicati reattivi,1344-09-8,mg-L-SiO2,1.4,CAS
447,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Sodio,7440-23-5,mg-L,3.9,CAS
448,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Solfati,14808-79-8,mg-L-SO4,11.0,CAS
449,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Temperatura acqua,3121-01-5,°C,15.5,WISE
450,Oglio,ENDINE,IT03POOG3CE2LN1LO,BG,Endine-Gaiano,573578,5070552,POOG3CE2LN1lo1,Lago-di-Endine-fondo,7.7,2019-10-21,Zinco,7440-66-6,µg-L,lt-20,CAS
451,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,Anfo,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-strato-integrato,0-10,2019-03-12,"Clorofilla ""a""",479-61-8,µg-L,19.7,CAS
452,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,Anfo,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-strato-integrato,0-15,2019-04-10,"Clorofilla ""a""",479-61-8,µg-L,3.3,CAS
453,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,Anfo,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-strato-integrato,0-9.5,2019-06-16,"Clorofilla ""a""",479-61-8,µg-L,15.2,CAS
454,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,Anfo,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-strato-integrato,0-9.5,2019-08-07,"Clorofilla ""a""",479-61-8,µg-L,8.2,CAS
455,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,Anfo,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-strato-integrato,0-17.5,2019-09-17,"Clorofilla ""a""",479-61-8,µg-L,3.1,CAS
456,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,Anfo,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-strato-integrato,0-6,2019-12-04,"Clorofilla ""a""",479-61-8,µg-L,3.4,CAS
457,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Alcalinità,71-52-3,meq-L,NV,CAS
458,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Arsenico,7440-38-2,µg-L,lt-1,CAS
459,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Azoto ammoniacale,14798-03-9,mg-L-N,0.029,CAS
460,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Azoto nitrico,14797-55-8,mg-L-N,0.52,CAS
