,BACINO IDROGRAFICO,LAGO,CORPO IDRICO,PROVINCIA,COMUNE,COORD X,COORD Y,Codice Stazione,Descrizione Profondità,Profondità,DATA CAMPIONAMENTO,PARAMETRO,CAS,UM,VALORE,ParameterIdentificationSystem
698,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,278.0,WISE
699,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Cromo totale,7440-47-3,µg-L,lt-2,CAS
700,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Durezza (totale),20001,mg-L-CaCO3,131.0,CAS
701,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Fluoruri,16984-48-8,µg-L,lt-250,CAS
702,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Fosforo Totale,7723-14-0,µg-L-P,21.0,CAS
703,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Magnesio,7439-95-4,mg-L,9.8,CAS
704,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
705,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Nichel,7440-02-0,µg-L,lt-2,CAS
706,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Ortofosfato,14265-44-2,µg-L-P,13.0,CAS
707,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Ossigeno % di saturazione,3131-01-9,%-sat.,43.3,WISE
708,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Ossigeno disciolto,7782-44-7,mg-L-O2,4.9,CAS
709,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,pH,12408-02-5,pH,7.8,CAS
710,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Piombo,7439-92-1,µg-L,lt-1,CAS
711,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Potassio,7440-09-7,mg-L,0.7,CAS
712,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Rame,7440-50-8,µg-L,lt-2,CAS
713,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Silicati reattivi,1344-09-8,mg-L-SiO2,2.92,CAS
714,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Sodio,7440-23-5,mg-L,1.7,CAS
715,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Solfati,14808-79-8,mg-L-SO4,41.0,CAS
716,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Temperatura acqua,3121-01-5,°C,9.7,WISE
717,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,15.0,2019-09-17,Zinco,7440-66-6,µg-L,lt-10,CAS
718,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Alcalinità,71-52-3,meq-L,NV,CAS
719,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Arsenico,7440-38-2,µg-L,lt-1,CAS
720,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Azoto ammoniacale,14798-03-9,mg-L-N,lt-0.015,CAS
721,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Azoto nitrico,14797-55-8,mg-L-N,0.66,CAS
722,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Azoto nitroso,14797-65-0,mg-L-N,0.0043,CAS
723,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Azoto Totale,17778-88-0,mg-L-N,1.05,CAS
724,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
725,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Calcio,7440-70-2,mg-L,37.0,CAS
726,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Cloruri,16887-00-6,mg-L-Cl,1.7,CAS
727,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,252.0,WISE
728,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Cromo totale,7440-47-3,µg-L,lt-2,CAS
729,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Durezza (totale),20001,mg-L-CaCO3,133.0,CAS
730,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Fluoruri,16984-48-8,µg-L,lt-250,CAS
731,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Fosforo Totale,7723-14-0,µg-L-P,13.0,CAS
732,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Magnesio,7439-95-4,mg-L,10.0,CAS
733,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
734,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Nichel,7440-02-0,µg-L,lt-2,CAS
735,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Ortofosfato,14265-44-2,µg-L-P,lt-4,CAS
736,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Ossigeno % di saturazione,3131-01-9,%-sat.,84.8,WISE
737,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Ossigeno disciolto,7782-44-7,mg-L-O2,9.9,CAS
738,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,pH,12408-02-5,pH,7.8,CAS
739,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Piombo,7439-92-1,µg-L,lt-1,CAS
740,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Potassio,7440-09-7,mg-L,0.8,CAS
741,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Rame,7440-50-8,µg-L,NV,CAS
742,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Silicati reattivi,1344-09-8,mg-L-SiO2,4.32,CAS
743,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Sodio,7440-23-5,mg-L,2.0,CAS
744,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Solfati,14808-79-8,mg-L-SO4,30.0,CAS
745,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Temperatura acqua,3121-01-5,°C,8.6,WISE
746,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-centro-metalimnio,16.0,2019-12-04,Zinco,7440-66-6,µg-L,NV,CAS
747,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Alcalinità,71-52-3,meq-L,NV,CAS
748,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Arsenico,7440-38-2,µg-L,lt-1,CAS
749,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Azoto ammoniacale,14798-03-9,mg-L-N,0.016,CAS
750,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Azoto nitrico,14797-55-8,mg-L-N,0.52,CAS
751,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
752,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Azoto Totale,17778-88-0,mg-L-N,0.84,CAS
753,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
754,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Calcio,7440-70-2,mg-L,39.0,CAS
755,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Cloruri,16887-00-6,mg-L-Cl,1.7,CAS
756,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,307.0,WISE
757,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Cromo totale,7440-47-3,µg-L,lt-2,CAS
758,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Durezza (totale),20001,mg-L-CaCO3,138.0,CAS
759,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Fluoruri,16984-48-8,µg-L,lt-250,CAS
760,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Fosforo Totale,7723-14-0,µg-L-P,36.0,CAS
761,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Magnesio,7439-95-4,mg-L,10.0,CAS
762,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
763,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Nichel,7440-02-0,µg-L,lt-2,CAS
764,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Ortofosfato,14265-44-2,µg-L-P,28.0,CAS
765,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Ossigeno % di saturazione,3131-01-9,%-sat.,63.1,WISE
766,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Ossigeno disciolto,7782-44-7,mg-L-O2,7.8,CAS
767,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,pH,12408-02-5,pH,7.6,CAS
768,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Piombo,7439-92-1,µg-L,lt-1,CAS
769,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Potassio,7440-09-7,mg-L,0.5,CAS
770,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Rame,7440-50-8,µg-L,lt-2,CAS
771,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Silicati reattivi,1344-09-8,mg-L-SiO2,3.28,CAS
772,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Sodio,7440-23-5,mg-L,2.0,CAS
773,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Solfati,14808-79-8,mg-L-SO4,50.0,CAS
774,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Temperatura acqua,3121-01-5,°C,6.2,WISE
775,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-04-10,Zinco,7440-66-6,µg-L,lt-10,CAS
776,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Alcalinità,71-52-3,meq-L,NV,CAS
777,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Arsenico,7440-38-2,µg-L,lt-1,CAS
778,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Azoto ammoniacale,14798-03-9,mg-L-N,0.016,CAS
779,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Azoto nitrico,14797-55-8,mg-L-N,0.54,CAS
780,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
781,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Azoto Totale,17778-88-0,mg-L-N,1.0,CAS
782,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
783,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Calcio,7440-70-2,mg-L,44.0,CAS
784,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Cloruri,16887-00-6,mg-L-Cl,1.8,CAS
785,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,310.0,WISE
786,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Cromo totale,7440-47-3,µg-L,lt-2,CAS
787,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Durezza (totale),20001,mg-L-CaCO3,163.0,CAS
788,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Fluoruri,16984-48-8,µg-L,lt-250,CAS
789,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Fosforo Totale,7723-14-0,µg-L-P,70.0,CAS
790,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Magnesio,7439-95-4,mg-L,13.0,CAS
791,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
792,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Nichel,7440-02-0,µg-L,lt-2,CAS
793,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Ortofosfato,14265-44-2,µg-L-P,65.0,CAS
794,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Ossigeno % di saturazione,3131-01-9,%-sat.,55.1,WISE
795,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Ossigeno disciolto,7782-44-7,mg-L-O2,6.7,CAS
796,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,pH,12408-02-5,pH,7.6,CAS
797,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Piombo,7439-92-1,µg-L,lt-1,CAS
798,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Potassio,7440-09-7,mg-L,0.8,CAS
799,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Rame,7440-50-8,µg-L,3.0,CAS
800,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Silicati reattivi,1344-09-8,mg-L-SiO2,4.41,CAS
801,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Sodio,7440-23-5,mg-L,2.0,CAS
802,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Solfati,14808-79-8,mg-L-SO4,62.0,CAS
803,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Temperatura acqua,3121-01-5,°C,7.1,WISE
804,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-06-16,Zinco,7440-66-6,µg-L,13.0,CAS
805,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Alcalinità,71-52-3,meq-L,NV,CAS
806,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Arsenico,7440-38-2,µg-L,lt-1,CAS
807,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Azoto ammoniacale,14798-03-9,mg-L-N,lt-0.015,CAS
808,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Azoto nitrico,14797-55-8,mg-L-N,0.5,CAS
809,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
810,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Azoto Totale,17778-88-0,mg-L-N,0.67,CAS
811,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
812,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Calcio,7440-70-2,mg-L,52.0,CAS
813,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Cloruri,16887-00-6,mg-L-Cl,1.8,CAS
814,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,322.0,WISE
815,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-ipolimnio-superiore,30.0,2019-08-07,Cromo totale,7440-47-3,µg-L,lt-2,CAS
