"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"DATO:
DATI ANALITICI ACQUE SOTTERRANEE","","FONTE DATI:
ARPA Lombardia","ANNO DI RIFERIMENTO:
2018","","","Sostanze Perfluoroalchiliche 
– PFAS – ","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"GWB","PROVINCIA","COMUNE","CODICE PP","COORD X","COORD Y","DATA CAMPIONAMENTO","SOSTANZA","CAS","UM","CONCENTRAZIONE"
"GWB ISS APTA","MI","Gorgonzola","PO0151080U0002","532049","5042247","6/6/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APTA","MI","Gorgonzola","PO0151080U0002","532049","5042247","6/6/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Gorgonzola","PO0151080U0002","532049","5042247","6/6/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Gorgonzola","PO0151080U0002","532049","5042247","6/6/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APTA","MI","Gorgonzola","PO0151080U0002","532049","5042247","6/6/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0023"
"GWB ISS APTA","MI","Gorgonzola","PO0151080U0002","532049","5042247","6/6/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","MI","Gorgonzola","PO0151080U0002","532049","5042247","6/6/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,006"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,006"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,008"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,014"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0091"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,009"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","3/26/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,012"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,013"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0077"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,012"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","7/17/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,008"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,006"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,01"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,015"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,009"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,008"
"GWB ISS APTA","MI","Milano","PO0151460U1638","514248","5033514","10/15/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,006"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,01"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0053"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","3/26/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,013"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,007"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,011"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0047"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","7/17/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,006"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,007"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,013"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0038"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,005"
"GWB ISS APTA","MI","Milano","PO015146NR0699","514971","5041096","10/15/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,006"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,007"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,011"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,009"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,006"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","5/14/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,006"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,012"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,007"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","7/16/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,021"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,014"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","MI","Pero","PO015170NR0099","505725","5039688","11/5/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,006"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0028"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS MPP","PV","Albonese","PO018003NR0009","477798","5014771","5/14/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,013"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,048"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,015"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,013"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,067"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0119"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,015"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","5/15/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,017"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,051"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,012"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,036"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0084"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,014"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","7/16/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,013"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,018"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,012"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,045"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,009"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,01"
"GWB ISS MPP","PV","Ferrera Erbognone","PO018062NRD002","489193","4993809","10/29/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","PV","TRAVACO' SICCOMARIO","PO018162NUP001","512843","4999705","4/23/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
