PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
MONZA E DELLA BRIANZA,MONZA,MI149.0009,CANTIERE CEDAL,"VIA GAETANO DONIZETTI, 19",impianti di stoccaggio o adduzione carburanti,9.26495744,45.59391176,POINT (9.26495744 45.59391176),alta
MANTOVA,ACQUANEGRA SUL CHIESE,MN001.0004,P.V. TAMOIL 3415,"VIA GIACOMO MATTEOTTI, 58",impianti di stoccaggio o adduzione carburanti,10.43110454,45.16269989,POINT (10.43110454 45.16269989),alta
BRESCIA,PONTE DI LEGNO,BS148.0003,CONDOMINIO EURORESIDENCE A/B - rilascio accidentale di gasolio,PIAZZALE EUROPA,rilasci accidentali o dolosi di sostanze,10.50858474,46.2581295,POINT (10.50858474 46.2581295),alta
COMO,MONTANO LUCINO,CO154.0001,Piano Esecutivo Guffanti 6.1 C4,VIA GIUSEPPE GARIBALDI,aree industriali dismesse,9.02179684,45.79277376,POINT (9.02179684 45.79277376),alta
BERGAMO,LEVATE,BG126.0001,Area VALSIDER,"VIA GIUSEPPE MAZZINI, 24",operazioni di recupero rifiuti,9.62246097,45.62348572,POINT (9.62246097 45.62348572),alta
MILANO,INZAGO,MI114.0003,"Cava ZACCHETTI TRANSECO, EX AREA EDILCAVA Lotto B",VIA PER CASCINA REDENTA,discariche abusive o incontrollate,9.47876615,45.54165285,POINT (9.47876615 45.54165285),bassa
BRESCIA,CETO,BS050.0002,Area Ditta Formentelli,"VIA NAZIONALE, 18",altri siti non meglio specificati,10.34372293,46.0101102,POINT (10.34372293 46.0101102),alta
LECCO,LECCO,LC042.0051,EX F.LLI ORLANDI,VIA G.B.SALA ANGOLO VIA P.D.MAZZUCCONI,aree industriali dismesse,9.40075079,45.86886596,POINT (9.40075079 45.86886596),alta
MILANO,MILANO,MI146.2497,AREA VIA NERVESA,"VIA NERVESA, 30",n.d.,9.21931335,45.44335985,POINT (9.21931335 45.44335985),alta
MILANO,MILANO,MI146.4242,GIUMI SRL,"VIA CARDINALE ASCANIO SFORZA, 75",aree industriali dismesse,9.17620465,45.44236164,POINT (9.17620465 45.44236164),alta
MONZA E DELLA BRIANZA,DESIO,MB023.0021,AREA PROPRIETA' PRIVATA,STRADA COMUNALE VECCHIA DI SAN CARLO,altri siti non meglio specificati,9.20487205,45.59673963,POINT (9.20487205 45.59673963),bassa
VARESE,SARONNO,VA119.0023,Area Via Sanzio,"VIA RAFFAELLO SANZIO, 12/14",aree industriali dismesse,9.03922682,45.63581978,POINT (9.03922682 45.63581978),alta
MILANO,MILANO,MI146.3725,AREA GARIBALDI REPUBBLICA - Sottostazione elettrica,"VIA GAETANO DE CASTILLIA, 28",n.d.,9.19344756,45.48591407,POINT (9.19344756 45.48591407),alta
MILANO,MILANO,MI146.1092,AREA DIPARTIMENTO AMSA,"VIA OLGETTINA, 25",operazioni di recupero rifiuti,9.26712114,45.51084041,POINT (9.26712114 45.51084041),alta
MILANO,MILANO,MI146.0027,Ex area industriale,"VIA ANTOINE WATTEAU, 7",aree industriali dismesse,9.2081445,45.50133064,POINT (9.2081445 45.50133064),alta
LODI,CODOGNO,LO019.0003,Area Ex DEBAT Chimica ora CHEMITRUST,"VIA MARIO BORSA, 11",aree industriali in attività,9.69670263,45.15875594,POINT (9.69670263 45.15875594),alta
MILANO,MILANO,MI146.2756,AREA DI VIA STAMIRA D'ANCONA 40,"VIA STAMIRA D' ANCONA, 40",smaltimenti non autorizzati - abbandono rifiuti,9.22806014,45.50276826,POINT (9.22806014 45.50276826),alta
MILANO,CORSICO,MI093.0022,SERBATOIO VIA LABRIOLA,"VIA ARTURO LABRIOLA, 10",serbatoi carburante per riscaldamento,9.08634407,45.42739034,POINT (9.08634407 45.42739034),alta
VARESE,BUSTO ARSIZIO,VA026.0007,EX AREA INDUSTRIALE,"CORSO XX SETTEMBRE, 18",aree industriali dismesse,8.85833015,45.61224029,POINT (8.85833015 45.61224029),alta
MILANO,MILANO,MI146.0526,"AREA PIRELLI BICOCCA, MILANO CENTRALE SERVIZI TECNICI DI SVILUPPO, FABBRICATO 7","VIALE SARCA, 222",aree industriali dismesse,9.21131999,45.52011875,POINT (9.21131999 45.52011875),alta
MILANO,PIEVE EMANUELE,MI173.0026,ALER QUARTIERE INCISVIA DELLE ROSE VIA DEI GIGLI,VIA DELLE ROSE VIA DEI GIGLI,altri siti non meglio specificati,9.18751138,45.34085919,POINT (9.18751138 45.34085919),alta
MILANO,CASSINA DE PECCHI,MI060.0008,AZIENDA AGRICOLA,FRAZIONE SANT'AGATA,rilasci accidentali o dolosi di sostanze,9.39010425,45.51995555,POINT (9.39010425 45.51995555),alta
SONDRIO,LIVIGNO,SO037.0003,CONDOMINIO VALANDREA,LOCALITA' TEOLA,rilasci accidentali o dolosi di sostanze,10.13714396,46.52914151,POINT (10.13714396 46.52914151),alta
MILANO,MILANO,MI146.0362,EX P.V. 2227 TAMOIL ITALIA SPA,VIA CASSINIS 12/14,impianti di stoccaggio o adduzione carburanti,9.15933654,45.46819153,POINT (9.15933654 45.46819153),bassa
MILANO,MILANO,MI146.2274,AREA INDUSTRIALE DISMESSA VIA COLUMELLA,"VIA LUCIO GIUNIO COLUMELLA, 36",aree industriali dismesse,9.22667659,45.51648292,POINT (9.22667659 45.51648292),alta
MILANO,NERVIANO,MI154.0015,EX P.V. AGIP 12340 ENI SPA,S.S.S.S.33 45,aree industriali dismesse,8.97904735,45.55363653,POINT (8.97904735 45.55363653),bassa
CREMONA,TICENGO,CR104.0001,"DITTA BONAGURO, SVERSAMENTO OLIO ES. - TICENGO",STRADA STATALE 235,rilasci accidentali o dolosi di sostanze,9.82275165,45.37081241,POINT (9.82275165 45.37081241),alta
MILANO,MILANO,MI146.1434,"SCUOLE COMUNALI, DISMISSIONE SERBATOI INTERRATI","VIA GIACOMO QUARENGHI, 14",rilasci accidentali o dolosi di sostanze,9.1186884,45.49495574,POINT (9.1186884 45.49495574),alta
MONZA E DELLA BRIANZA,LENTATE SUL SEVESO,MB054.0001,Area Saccarta,"VIA TONALE, 50",aree industriali in attività,9.09745061,45.68464771,POINT (9.09745061 45.68464771),alta
VARESE,ARSAGO SEPRIO,VA005.0003,PUNTO VENDITA CARBURANTI TOTAL VERBANO EST - EX PV AGIP 55337,AUTOSTRADA A26-RACCORDO GALLARATE/GATTICO A8-A26,impianti di stoccaggio o adduzione carburanti,8.73601985,45.69636701,POINT (8.73601985 45.69636701),bassa
MILANO,SAN GIORGIO SU LEGNANO,MI194.0003,AREA EX ATMA,VIA DANTE VIA COLOMBO VIA L.DA VINCI,aree industriali dismesse,8.9142832,45.57748379,POINT (8.9142832 45.57748379),alta
MILANO,LEGNANO,MI118.0017,"EX COTONIFICIO AGOSTI, COOPERATIVE: ABETE, FUTURA, ALTO MILANESE",VIA MAZZINI-PILO,aree industriali dismesse,8.91082235,45.5999198,POINT (8.91082235 45.5999198),alta
MONZA E DELLA BRIANZA,SEREGNO,MI208.0010,Area di via Cavour,"VIA CONTE CAMILLO BENSO DI CAVOUR, 99",aree industriali dismesse,9.21014098,45.64996344,POINT (9.21014098 45.64996344),alta
MILANO,MILANO,MI146.0182,AREA LA PIAZZA - EX PATTERSON PIRELLI - BICOCCA,VIALE DELL'INNOVAZIONE E VIALE P.E A.PIRELLI,aree industriali dismesse,9.21280975,45.51827534,POINT (9.21280975 45.51827534),alta
MILANO,BUSTO GAROLFO,MI041.0012,Area Ex Aspesi,VIA LUIGI CADORNA,aree industriali dismesse,8.88400826,45.54741226,POINT (8.88400826 45.54741226),alta
MILANO,MILANO,MI146.3100,"AREA DI VIA TORINO, PALLA, LUPETTA",VIA PALLA-LUPETTA-TORINO,n.d.,9.18592773,45.46141533,POINT (9.18592773 45.46141533),alta
VARESE,VERGIATE,VA138.0005,SVERSAMENTO DI OLIO IDRAULICO LUNGO LA LINEA FERROVIARIA,VIA PRADA,altri siti non meglio specificati,8.72317846,45.73539758,POINT (8.72317846 45.73539758),alta
MANTOVA,SUZZARA,MN065.0004,ditta ex VIS,S.S.N 62,aree industriali dismesse,10.73576904,45.01013755,POINT (10.73576904 45.01013755),bassa
MILANO,MILANO,MI146.0563,EX SERIM S.p.A.,"VIA MAESTRI CAMPIONESI, 6/8/16",aree industriali dismesse,9.21317817,45.45757972,POINT (9.21317817 45.45757972),alta
MILANO,VANZAGHELLO,MI249.0004,CAVELLI LAVORAZIONI TESSILI SRL,"CORSO ITALIA, 17/18",n.d.,8.7929241,45.59738595,POINT (8.7929241 45.59738595),alta
MILANO,CINISELLO BALSAMO,MI077.0017,Area di Via Bettola e Via Castaldi,VIA BETTOLA-CASTOLDI,aree industriali dismesse,9.25279337,45.55720949,POINT (9.25279337 45.55720949),alta
MILANO,COLOGNO MONZESE,MI081.0013,NEGRI BOSSI S.P.A.,"VIALE EUROPA, 64",aree industriali in attività,9.26351894,45.52032769,POINT (9.26351894 45.52032769),alta
PAVIA,VIGEVANO,PV177.0015,Area ex IRVEA,"VIA TORTONA, 15",aree industriali dismesse,8.83188574,45.33086665,POINT (8.83188574 45.33086665),alta
MILANO,MILANO,MI146.1055,Area Ex Termoraggi,VIE AUTARI 26,aree industriali dismesse,9.1664468,45.44865373,POINT (9.1664468 45.44865373),alta
MILANO,MILANO,MI146.0171,COMPLESSO IMMOBILIARE BASF ITALIA SPA,"VIA VINCENZO DA SEREGNO, 40/44",aree industriali dismesse,9.17493374,45.52305094,POINT (9.17493374 45.52305094),alta
MILANO,VANZAGO,MI229.0002,Svrsamento a seguito Incidente Via Monte Grappa,VIA MONTE GRAPPA,rilasci accidentali o dolosi di sostanze,8.99583895,45.52834945,POINT (8.99583895 45.52834945),alta
MILANO,MILANO,MI146.2535,area via imbonati 62/2,"VIA CARLO IMBONATI, 62/2",aree industriali dismesse,9.1819876,45.50383445,POINT (9.1819876 45.50383445),alta
MONZA E DELLA BRIANZA,CARATE BRIANZA,MB015.0004,EX IMPIANTO MESSA IN RISERVA RIFIUTI,LOCALITA' CAMPO DELL'OCA SNC,operazioni di recupero rifiuti,9.21908582,45.66452311,POINT (9.21908582 45.66452311),alta
MILANO,MILANO,MI146.4003,EX LABORATORIO,"VIA TORTONA, 26",aree industriali dismesse,9.16662133,45.45297203,POINT (9.16662133 45.45297203),alta
BERGAMO,PEDRENGO,BG160.0006,SNAM RETEGAS - GELSO,VIALE FRATELLI KENNEDY,smaltimenti non autorizzati - abbandono rifiuti,9.73751243,45.70178763,POINT (9.73751243 45.70178763),alta
MILANO,GORGONZOLA,MI108.0002,P.V. Total n. 1194,STRADA PROVINCIALE 13,impianti di stoccaggio o adduzione carburanti,9.40196546,45.52065626,POINT (9.40196546 45.52065626),alta
BRESCIA,SAREZZO,BS174.0002,EX STABILIMENTO INDUSTRIALE ITALCABLES SPA,"VIA FRATELLI CAPPONI, 72",aree industriali dismesse,10.19287675,45.66388528,POINT (10.19287675 45.66388528),alta
MILANO,MILANO,MI146.0007,MILANO MACERI di Via Airaghi 54,"VIA GAETANO AIRAGHI, 54",rilasci accidentali o dolosi di sostanze,9.08309721,45.4751131,POINT (9.08309721 45.4751131),alta
MILANO,PADERNO DUGNANO,MI166.0024,Capannone industriale Via De Nicola,"VIA ENRICO DE NICOLA, 8/A",n.d.,9.18214275,45.56264097,POINT (9.18214275 45.56264097),alta
VARESE,MORNAGO,VA106.0003,EX MANIFATTURA BORGOMANERI,"VIA GIOSUE' CARDUCCI, 44",altri siti non meglio specificati,8.77959596,45.74932287,POINT (8.77959596 45.74932287),alta
MILANO,MILANO,MI146.0099,Punto vendita Italiana Petroli,"VIALE ROMAGNA, 43",impianti di stoccaggio o adduzione carburanti,9.22348068,45.47569428,POINT (9.22348068 45.47569428),alta
LECCO,CERNUSCO LOMBARDONE,LC020.0002,AREA EX OMNIA INTERESSATA DA RIMOZIONE SERBATOI INTERRATI,"VIA SPLUGA, 18",impianti di stoccaggio o adduzione carburanti,9.40285091,45.6947844,POINT (9.40285091 45.6947844),alta
MILANO,MILANO,MI146.0692,AREA EX GAMBOLÒ,"VIA GIANFRANCO MALIPIERO, 16",aree industriali dismesse,9.24462558,45.45358482,POINT (9.24462558 45.45358482),alta
MILANO,SEDRIANO,MI204.0003,Area ex SACMA,"VIA TRENTO, 15/17",aree industriali in attività,8.9645412,45.48866046,POINT (8.9645412 45.48866046),alta
CREMONA,ROBECCO D OGLIO,CR085.0001,ABBANDONO RIFIUTI,S.P.45 BIS KM 12,smaltimenti non autorizzati - abbandono rifiuti,10.07388583,45.2561979,POINT (10.07388583 45.2561979),alta
MILANO,BUSCATE,MI038.0004,EX DEPURATORE CONSORTILE,VIA PER CUGGIONO,n.d.,8.81217801,45.54057609,POINT (8.81217801 45.54057609),alta
PAVIA,VOGHERA,PV182.0036,Area Via Gandini c/o PNR ITALIA,"VIA LUIGI GUERINO GANDINI, 2",aree industriali in attività,8.98717175,45.00076744,POINT (8.98717175 45.00076744),alta
MILANO,LEGNANO,MI118.0045,Area dismessa Idrotrade,"VIA ASTI, 2/4",n.d.,8.90339885,45.59599837,POINT (8.90339885 45.59599837),alta
MILANO,COLOGNO MONZESE,MI081.0039,Area Via Carducci-Risorgimento,VIA CARDUCCI ANG.VIA RISORGIMENTO,aree industriali dismesse,9.29016605,45.52617825,POINT (9.29016605 45.52617825),alta
MILANO,COLOGNO MONZESE,MI081.0109,Area EX TRASTECNICA,"VIA FILIPPO BRUNELLESCHI, 7",aree industriali dismesse,9.27037795,45.53595052,POINT (9.27037795 45.53595052),alta
MILANO,MILANO,MI146.1820,Immobiliare Lydia Berna S.r.l.,VIE SAINT BON/ZURIGO,altri siti non meglio specificati,9.12030595,45.46110385,POINT (9.12030595 45.46110385),alta
VARESE,GALLARATE,VA070.0005,"SCUOLA MATERNA CRENNA, bonifica per rimozione serbatoio",VIA DEI MILLE,n.d.,8.7790613,45.66817019,POINT (8.7790613 45.66817019),alta
MONZA E DELLA BRIANZA,VILLASANTA,MI239.0013,FLOUS SRL - AREA EX SIRTORI CARLO,VIA RAFFAELLO SANZIO,aree industriali dismesse,9.30351371,45.60166414,POINT (9.30351371 45.60166414),alta
MILANO,MILANO,MI146.0255,"PV 1302, TOTAL FINA ELF ITALIA SPA","VIALE BACCHIGLIONE, 21",impianti di stoccaggio o adduzione carburanti,9.2212274,45.44333825,POINT (9.2212274 45.44333825),alta
MONZA E DELLA BRIANZA,CERIANO LAGHETTO,MI069.0005,ex-Rhodia Italia s.p.a. - Ceriano 2010 srl,"VIA I MAGGIO, 80",aree industriali dismesse,9.08026279,45.62491345,POINT (9.08026279 45.62491345),alta
MONZA E DELLA BRIANZA,GIUSSANO,MI107.0002,Area Via Martiri della Libertà,"VIA MARTIRI DELLA LIBERTA', 12",aree industriali dismesse,9.21064429,45.6999125,POINT (9.21064429 45.6999125),alta
MILANO,MILANO,MI146.2554,"STABILIMENTO MILANO BROLLO - MARCEGAGLIA S.p.A., CONTAMINAZIONE DA FREON 141","VIALE SARCA, 336",aree industriali in attività,9.21448617,45.52564294,POINT (9.21448617 45.52564294),alta
LECCO,VALMADRERA,LC083.0011,TRAFILERIE FRIGERIO EX AREA INDUSTRIALE,VIA PROVINCIALE PER BELLAGIO 10,aree industriali dismesse,9.3488317,45.85142372,POINT (9.3488317 45.85142372),bassa
MILANO,RHO,MI182.0043,OFFICINA VIA PIAVE,"VIA PIAVE, 5",n.d.,9.04486385,45.53093719,POINT (9.04486385 45.53093719),alta
MILANO,SETTIMO MILANESE,MI211.0009,FB COSTRUZIONI - AREA VIA GOBETTI,"VIA PIERO GOBETTI, 13",aree industriali dismesse,9.06973609,45.47206075,POINT (9.06973609 45.47206075),alta
COMO,COMO,CO075.0066,"Ex area Chibro, cambio destinazione d'uso","VIA ROSCIO, 19",aree industriali dismesse,9.04838635,45.82381189,POINT (9.04838635 45.82381189),alta
MILANO,MILANO,MI146.0858,AREA EX UNICREDIT,"VIA BIANCA DI SAVOIA, 20",rilasci accidentali o dolosi di sostanze,9.19122145,45.45268185,POINT (9.19122145 45.45268185),alta
MILANO,RHO,MI182.0040,Area Via Cardinal Ferrari,"VIA CARDINALE ANDREA FERRARI, 57",n.d.,9.03654362,45.53053478,POINT (9.03654362 45.53053478),alta
MILANO,MILANO,MI146.2085,EX GUIDOVIE,"VIA ANTONIO DOSSI, 7",aree industriali dismesse,9.2202764,45.46088134,POINT (9.2202764 45.46088134),alta
VARESE,BUSTO ARSIZIO,VA026.0051,Area di Via Ciro Menotti 4,"VIA CIRO MENOTTI, 4",aree industriali dismesse,8.85508806,45.60596663,POINT (8.85508806 45.60596663),alta
MILANO,MILANO,MI146.2167,AREA CONDOMINIO,CORSO COLOMBO 5,altri siti non meglio specificati,9.17174396,45.4546395,POINT (9.17174396 45.4546395),alta
MILANO,ASSAGO,MI011.0016,AREA CARREFOUR,--,altri siti non meglio specificati,9.13685064,45.39887765,POINT (9.13685064 45.39887765),bassa
MILANO,MILANO,MI146.0999,P.V. IP N. 9076,"VIALE MONZA, 166",impianti di stoccaggio o adduzione carburanti,9.22309615,45.5071101,POINT (9.22309615 45.5071101),alta
LECCO,LECCO,LC042.0006,PUNTO VENDITA ERG,"CORSO GIACOMO MATTEOTTI, 95",impianti di stoccaggio o adduzione carburanti,9.4032229,45.86381622,POINT (9.4032229 45.86381622),alta
MILANO,MILANO,MI146.3477,NUOVO EDIFICIO PARROCCHIALE,"VIA PAOLO SOLAROLI, 11",altri siti non meglio specificati,9.19862807,45.43675367,POINT (9.19862807 45.43675367),alta
MILANO,MAGENTA,MI130.0017,EX DITTA BIOMEDICAL,"VIA NOVARA, 31",altri siti non meglio specificati,8.8753226,45.46472502,POINT (8.8753226 45.46472502),alta
VARESE,VARESE,VA133.0005,Area Ex FACON,VIA ANDREA APPIANI,aree industriali dismesse,8.8262491,45.833314,POINT (8.8262491 45.833314),alta
MILANO,MILANO,MI146.2659,AREA DI VIA EINSTEIN,"VIA ALBERT EINSTEIN, 6",altri siti non meglio specificati,9.2167409,45.45059275,POINT (9.2167409 45.45059275),alta
VARESE,CASTIGLIONE OLONA,VA046.0001,Area INEOS,"VIA SANTINO E POMPEO MAZZUCCHELLI, 7",aree industriali in attività,8.86570719,45.76334016,POINT (8.86570719 45.76334016),alta
MILANO,MILANO,MI146.3536,"VIA CEVEDALE , 7","VIA CEVEDALE, 7",aree industriali dismesse,9.17298199,45.50717,POINT (9.17298199 45.50717),alta
MILANO,BOLLATE,MI027.0053,PV SHELL N° 49.040,"VIA MADONNA, 14",impianti di stoccaggio o adduzione carburanti,9.14030504,45.55896535,POINT (9.14030504 45.55896535),alta
MILANO,MILANO,MI146.2647,RIPRISTINO USO STRUTTURA SCOLASTICA,"VIA ALBERTO SAVINIO, 9",aree industriali dismesse,9.24356806,45.43848024,POINT (9.24356806 45.43848024),alta
MILANO,MILANO,MI146.3875,CONCESSIONARIA PEUGEOT,"VIA GALLARATE, 199",aree industriali in attività,9.12751696,45.49867536,POINT (9.12751696 45.49867536),alta
PAVIA,CASEI GEROLA,PV033.0001,"CERESTAR BIOPRODUCTS ITALIA, ERIDANIA S.P.A",STRADA MOLINO DEI TORTI,aree industriali dismesse,8.93442199,45.0038549,POINT (8.93442199 45.0038549),bassa
MILANO,MILANO,MI146.0325,AREA TECNOCITY - PIRELLI BICOCCA,"VIALE SARCA, 222",aree industriali dismesse,9.21131999,45.52011875,POINT (9.21131999 45.52011875),alta
MANTOVA,ROVERBELLA,MN053.0001,DITTA MAGALINI & C. S.A.S.,"STRADA QUISTELLO, 143",rilasci accidentali o dolosi di sostanze,10.79049004,45.31072464,POINT (10.79049004 45.31072464),alta
VARESE,CASSANO MAGNAGO,VA040.0002,CENTRO COLTIVAZIONE ORTOFLORICOLA,"VIA DOLOMITI, 26",rilasci accidentali o dolosi di sostanze,8.82461539,45.68417358,POINT (8.82461539 45.68417358),alta
MILANO,SETTIMO MILANESE,MI211.0007,Area di Via De Ruggero ang. Via Galvani,VIA DE RUGGIERO,aree industriali dismesse,9.06919015,45.47018628,POINT (9.06919015 45.47018628),alta
MILANO,CANEGRATE,MI046.0003,Area Ex Manifattura Palazzini S.p.a.,VIA PIAVE/VIA MANZONI,aree industriali dismesse,8.92488284,45.57158194,POINT (8.92488284 45.57158194),alta
MILANO,MILANO,MI146.3639,EX NEOBIT - (2),"VIA SAN FAUSTINO, 46",aree industriali dismesse,9.2417353,45.47444015,POINT (9.2417353 45.47444015),alta
MILANO,MILANO,MI146.2566,AREA EX ENEL - ISOLATO 2,"VIA BRAMANTE, 49",aree industriali dismesse,9.1777626,45.48371214,POINT (9.1777626 45.48371214),alta
LECCO,SIRTORI,LC076.0002,"AREA RESIDENZIALE, ex salumificio Lievore","VIA GIUSEPPE GARIBALDI, 5",aree industriali dismesse,9.33560706,45.73598728,POINT (9.33560706 45.73598728),alta
VARESE,SOLBIATE OLONA,VA122.0001,"CASERMA ""UGO MARA""","VIA PER BUSTO ARSIZIO, 18",altri siti non meglio specificati,8.86254572,45.64268038,POINT (8.86254572 45.64268038),alta
MILANO,MILANO,MI146.0055,ENEL S.P.A.,"VIA CERESIO, 7/9",aree industriali dismesse,9.18018539,45.48385046,POINT (9.18018539 45.48385046),alta
MILANO,MILANO,MI146.0268,"PV 575, ESSO ITALIANA SRL","VIA MECENATE, 95",impianti di stoccaggio o adduzione carburanti,9.25083062,45.45099333,POINT (9.25083062 45.45099333),alta
MILANO,MILANO,MI146.3252,PARROCCHIA S. MARIA LIBERATRICE - Serbatoio,"VIA PAOLO SOLAROLI, 11",altri siti non meglio specificati,9.19862807,45.43675367,POINT (9.19862807 45.43675367),alta
MILANO,SAN GIULIANO MILANESE,MI195.0086,HSE HUB NORD OLEODOTTO FERRERA-CREMONA,AREA AGRICOLA PARTICELLA CATASTALE N 52 FOGLIO N 28,rilasci accidentali o dolosi di sostanze,9.27314344,45.4039236,POINT (9.27314344 45.4039236),alta
MILANO,COLOGNO MONZESE,MI081.0024,AREA DI VIA BRUNELLESCHI,VIA FILIPPO BRUNELLESCHI,altri siti non meglio specificati,9.27234071,45.53656432,POINT (9.27234071 45.53656432),alta
MILANO,LAINATE,MI116.0038,LEGATORIA PGM-ATOTECH ITALIA S.r.l.,"VIA LECCO, 4/6",n.d.,9.00939167,45.56872172,POINT (9.00939167 45.56872172),alta
VARESE,GALLARATE,VA070.0014,Area Fonderia Cortefranca (ex Brea),VIA VIGNETTA,aree industriali dismesse,8.79581905,45.6471813,POINT (8.79581905 45.6471813),alta
BERGAMO,VILLA D ALME,BG239.0001,AGIP P.V. N. 1542,S.P.470-VIA SIGISMONDI 39,impianti di stoccaggio o adduzione carburanti,9.62271289,45.75189618,POINT (9.62271289 45.75189618),bassa
BERGAMO,CALCIO,BG044.0004,C.NA TORCHIO - CEPAV DUE - SITO CA101 - AV TRATTA MI-VR,LOCALITA' CALCIO-C.NA TORCHIO-PROG.54+800 TRATTA AV MI/VE,aree industriali dismesse,9.84531095,45.50224366,POINT (9.84531095 45.50224366),bassa
BERGAMO,BERGAMO,BG024.0018,Area CTG ITALCEMENTI GROUP,"VIA ANTONIO VIVALDI, 13",aree industriali dismesse,9.68748571,45.69564145,POINT (9.68748571 45.69564145),alta
MILANO,SANTO STEFANO TICINO,MI200.0006,evento accidentale F.S. stazione di Corbetta,N.D.,n.d.,8.91275375,45.48960138,POINT (8.91275375 45.48960138),bassa
BRESCIA,BRESCIA,BS029.0026,Area Ex Magazzini Generali,"VIA SAN GIOVANNI BOSCO, 17",aree industriali dismesse,10.20085778,45.52988977,POINT (10.20085778 45.52988977),alta
BRESCIA,CIVIDATE CAMUNO,BS055.0003,DISCARICA DI INERTI E DI SCORIE DI ACCIAIERIA,LOCALITA' PRADA,n.d.,10.26570199,45.93885129,POINT (10.26570199 45.93885129),bassa
VARESE,MACCAGNO CON PINO E VEDDASCA,VA094.0002,IMPRESA COSTRUZIONI E RESTAURI F.LLI CASTELLI S.A.S. DI CASTELLI ROMANO & C.,"VIA VERDI, 10A",altri siti non meglio specificati,8.78516497,46.06697659,POINT (8.78516497 46.06697659),alta
MILANO,LOCATE DI TRIULZI,MI125.0011,"km 27 Tangenziale Ovest Milano, sversamento accidentale",TANGENZIALE OVEST MILANO DIREZIONE NORD-,rilasci accidentali o dolosi di sostanze,9.22113934,45.38848557,POINT (9.22113934 45.38848557),alta
MILANO,NERVIANO,MI154.0059,EX TORRE,VIA BARACCA/MILANO,altri siti non meglio specificati,8.97861574,45.5568144,POINT (8.97861574 45.5568144),alta
BERGAMO,DALMINE,BG091.0004,P.V. AGIP 51666 località Crocette,S.P.DALMINE-VILLA D'ALME' N 470,impianti di stoccaggio o adduzione carburanti,9.61066944,45.65671511,POINT (9.61066944 45.65671511),alta
MILANO,MILANO,MI146.3927,HOTEL ARES - Serbatoio,VIA PORRO 8,serbatoi carburante per riscaldamento,9.1793844,45.49583604,POINT (9.1793844 45.49583604),alta
MILANO,MILANO,MI146.0238,FOSSITAL,"VIA MONTE SAN GENESIO, 16",impianti di stoccaggio o adduzione carburanti,9.18043135,45.50033545,POINT (9.18043135 45.50033545),alta
BERGAMO,CORTENUOVA,BG083.0001,EX SITO INDUSTRIALE CORTENUOVA S.P.A. - GREEN POWER spa,"VIA TRIESTE, 5",aree industriali dismesse,9.80555681,45.52686419,POINT (9.80555681 45.52686419),alta
MILANO,SAN DONATO MILANESE,MI192.0013,Area Ex Curvinox,VIA TICINO VIA TAGLIAMENTO,aree industriali dismesse,9.26779811,45.4091935,POINT (9.26779811 45.4091935),alta
MILANO,MILANO,MI146.2860,AREA EX-RODENSTOCK,"VIA MONVISO, 41",aree industriali dismesse,9.1713368,45.48658336,POINT (9.1713368 45.48658336),alta
MILANO,MILANO,MI146.0297,AREA SIEMENS - PIRELLI BICOCCA,"VIALE SARCA, 222",aree industriali dismesse,9.21131999,45.52011875,POINT (9.21131999 45.52011875),alta
BRESCIA,BRESCIA,BS029.0154,"CANTIERE TRA VIA TRENTO E VIA BEZZECCA, DITTA IRCES 95 INGG., PALLAZZO PISA",TRENTO,n.d.,10.22186999,45.54922375,POINT (10.22186999 45.54922375),alta
MILANO,MILANO,MI146.2359,Area di Via Gola 16,"VIA EMILIO GOLA, 16",aree industriali dismesse,9.1751894,45.4489328,POINT (9.1751894 45.4489328),alta
BRESCIA,RONCADELLE,BS165.0003,PUNTO VENDITA API-SHELL 14176 VALTROMPIA SUD,AUTOSTRADA A4,impianti di stoccaggio o adduzione carburanti,10.14743559,45.53077846,POINT (10.14743559 45.53077846),bassa
