PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
MILANO,MILANO,MI146.2972,AREA EX CABINA ELETTRICA,"VIA RODANO, 12",n.d.,9.23864034,45.48304974,POINT (9.23864034 45.48304974),alta
MILANO,PREGNANA MILANESE,MI179.0012,Area dismessa di Via Udine (EX LIGAS),"VIA UDINE, 2",aree industriali dismesse,8.9988784,45.51053655,POINT (8.9988784 45.51053655),alta
MILANO,MILANO,MI146.4029,AREA RUBATTINO 4 S.R.L.,"VIA RAFFAELE RUBATTINO, 4",aree industriali dismesse,9.24903084,45.4766802,POINT (9.24903084 45.4766802),alta
VARESE,ISPRA,VA084.0006,CONDENSER S.R.L,"VIA MILANO, 1733",aree industriali dismesse,8.60902156,45.80705952,POINT (8.60902156 45.80705952),alta
VARESE,TRADATE,VA127.0002,AREA DISMESSA EX SAPORITI,LOCALITA' ABBIATE GUAZZONE-VIA MARCONI 8,altri siti non meglio specificati,8.90954978,45.70934388,POINT (8.90954978 45.70934388),alta
MILANO,MILANO,MI146.2707,AREA AMBROS SARO,"VIA EDMONDO DE AMICIS, 20-22",serbatoi carburante per riscaldamento,9.17882617,45.45828664,POINT (9.17882617 45.45828664),alta
MILANO,MILANO,MI146.2824,AREA VIA G. DA CERMENATE,"VIALE GIOVANNI DA CERMENATE, 36",aree industriali dismesse,9.18016924,45.43740235,POINT (9.18016924 45.43740235),alta
COMO,CANTU,CO041.0013,PV SHELL 23036,"VIA GINEVRINA DA FOSSANO, 21",n.d.,9.13673656,45.73755701,POINT (9.13673656 45.73755701),alta
MILANO,MILANO,MI146.3785,ISTITUTO SIEROTERAPICO MILANESE - Area di discarica incontrollata,"VIA GIOVANNI SEGANTINI, 66",n.d.,9.17279439,45.44524816,POINT (9.17279439 45.44524816),alta
MILANO,SEGRATE,MI205.0061,CENTRALE TERMICA SAN FELICE,PIAZZALE STRADA ANULARE 22,altri siti non meglio specificati,9.28588185,45.4810733,POINT (9.28588185 45.4810733),bassa
MONZA E DELLA BRIANZA,VIMERCATE,MI241.0011,P.V. Q8 1135,"VIA TRIESTE, 62",impianti di stoccaggio o adduzione carburanti,9.35961062,45.61701665,POINT (9.35961062 45.61701665),alta
MILANO,COLOGNO MONZESE,MI081.0118,AREA DI V.LE EMILIA,"VIALE EMILIA, 63",aree industriali dismesse,9.27171527,45.52757873,POINT (9.27171527 45.52757873),alta
MILANO,MILANO,MI146.0603,GREEN CENTER S.r.l.,"VIA DERUTA, 19",smaltimenti non autorizzati - abbandono rifiuti,9.23905168,45.4929589,POINT (9.23905168 45.4929589),alta
MILANO,MILANO,MI146.3587,DITTA AGNONA SPA,"VIA ENRICO STENDHAL, 36",n.d.,9.1589414,45.4539498,POINT (9.1589414 45.4539498),alta
MILANO,TURBIGO,MI226.0002,CENTRALE TERMOELETTRICA EUROGEN spa,VIA CENTRALE TERMICA,aree industriali in attività,8.73071467,45.52635778,POINT (8.73071467 45.52635778),alta
BERGAMO,BERGAMO,BG024.0004,EX FILATI LASTEX - EDILFILA,"VIA GIORGIO GUSMINI, 2",aree industriali dismesse,9.700647,45.71267414,POINT (9.700647 45.71267414),alta
MILANO,NOVIGLIO,MI158.0005,SVERSAMENTO ACCIDENTALE GASOLIO,VIA PER DORESANO,rilasci accidentali o dolosi di sostanze,9.06806394,45.36397381,POINT (9.06806394 45.36397381),bassa
MILANO,MELEGNANO,MI140.0042,AREA PROSPICIENTE LA LINEA FERROVIARIA,VIA BEGONIE V.LE REPUBBLICA,altri siti non meglio specificati,9.32369057,45.35205295,POINT (9.32369057 45.35205295),alta
MILANO,MILANO,MI146.1501,ADS AGIP 12193,TANGENZIALE EST-AREA CASCINA GOBBA EST,impianti di stoccaggio o adduzione carburanti,9.266263,45.51292125,POINT (9.266263 45.51292125),alta
LECCO,PADERNO D ADDA,LC062.0003,Area IMEC,PIAZZA NINO COLNAGHI,aree industriali dismesse,9.44672544,45.68142285,POINT (9.44672544 45.68142285),alta
BERGAMO,TELGATE,BG212.0001,MARMI OROBICI GRANITI SPA,"VIA CAVALLERA, 1",aree industriali in attività,9.837626,45.63639665,POINT (9.837626 45.63639665),alta
MONZA E DELLA BRIANZA,BARLASSINA,MI013.0001,RECUPERO PER IL PARCO MILITARE- ACCORDO DI PROGRAMMA,CORSO GUGLIELMO MARCONI,aree industriali dismesse,9.13117008,45.65674694,POINT (9.13117008 45.65674694),alta
PAVIA,GARLASCO,PV069.0010,SVERSAMENTO ACCIDENTALE a seguito sinistro KM 5 + 300,STRADA PROVINCIALE 206,n.d.,8.92835014,45.18949905,POINT (8.92835014 45.18949905),alta
BRESCIA,ORZINUOVI,BS125.0010,Ditta FRENDO,"VIALE ADUA, 85",smaltimenti non autorizzati - abbandono rifiuti,9.93994185,45.4121124,POINT (9.93994185 45.4121124),alta
MILANO,MILANO,MI146.3905,STABILE VIA FOPPA 58 - Serbatoio,"VIA VINCENZO FOPPA, 58",serbatoi carburante per riscaldamento,9.1537499,45.45552829,POINT (9.1537499 45.45552829),alta
MONZA E DELLA BRIANZA,BUSNAGO,MI039.0002,"Centro Riutilizzo Materiali (CRM) ex IBM, IBM Italia SpA","VIA PIEMONTE, 3",aree industriali in attività,9.45357429,45.61572615,POINT (9.45357429 45.61572615),alta
MILANO,MILANO,MI146.0936,AREA RETE FERROVIARIA ITALIANA S.p.A.,"VIA ERNESTO BREDA, 28",aree industriali dismesse,9.21382814,45.50973004,POINT (9.21382814 45.50973004),alta
CREMONA,CALVATONE,CR009.0002,Sversamento cisterna stirene,S.S.10 PADANIA INF.258+00,rilasci accidentali o dolosi di sostanze,10.44348215,45.12169999,POINT (10.44348215 45.12169999),alta
MILANO,MILANO,MI146.2186,Condominio Legioni Romane - serbatoio,"VIALE LEGIONI ROMANE, 65",serbatoi carburante per riscaldamento,9.1273772,45.4588902,POINT (9.1273772 45.4588902),alta
MILANO,MELZO,MI142.0020,EGIDIO GALBANI S.P.A. VIA TOGLIATTI N°8,"VIA PALMIRO TOGLIATTI, 8",aree industriali dismesse,9.41497682,45.49241063,POINT (9.41497682 45.49241063),alta
LECCO,MANDELLO DEL LARIO,LC046.0004,DITTA CARCANO ANTONIO,"VIA ANTONIO CARCANO, 10",n.d.,9.32144172,45.92406074,POINT (9.32144172 45.92406074),alta
MILANO,CARUGATE,MI051.0002,"area SEREGNA 5, ENI SpA",STRADA CARUGATE-PESSANO,attività minerarie o estrattive,9.34416885,45.55086821,POINT (9.34416885 45.55086821),bassa
SONDRIO,PIATEDA,SO049.0001,CENTRALE EDISON VENINA,"VIA CENTRALE VENINA, 7",aree industriali in attività,9.92691657,46.16133992,POINT (9.92691657 46.16133992),alta
MILANO,SETTALA,MI210.0011,AREA LAGHETTO S.P. PAULLESE KM 10,VIA DON MINZONI SPPAULLESE KM 10,n.d.,9.39262833,45.424781,POINT (9.39262833 45.424781),alta
MILANO,PIOLTELLO,MI175.0008,AREA SEVI S.r.l. EX REBOSIO,"VIA ANDREA MANTEGNA, 52",aree industriali dismesse,9.33074786,45.50580579,POINT (9.33074786 45.50580579),alta
MILANO,MILANO,MI146.3482,AREA FG.260.PART.213.SUB.702,"VIALE SEVERINO BOEZIO, 20",aree industriali dismesse,9.16031021,45.47952982,POINT (9.16031021 45.47952982),alta
MILANO,BUBBIANO,MI035.0001,Area Ex SICOP-COIGNET,N.D.,aree industriali dismesse,9.0055822,45.32794821,POINT (9.0055822 45.32794821),bassa
MILANO,MILANO,MI146.4230,AREA INDUSTRIALE DISMESSA,"VIA MAFFEO BAGAROTTI, 5",aree industriali dismesse,9.09650052,45.45764384,POINT (9.09650052 45.45764384),alta
BRESCIA,POZZOLENGO,BS151.0001,"TECNOTRAS SRL, SVERSAMENTO S.P. 13",S.P.N 13,rilasci accidentali o dolosi di sostanze,10.6202911,45.40690011,POINT (10.6202911 45.40690011),bassa
MILANO,CERNUSCO SUL NAVIGLIO,MI070.0032,Area di Vicolo Torriani,VICOLO TORRIANI,n.d.,9.33221128,45.52819571,POINT (9.33221128 45.52819571),alta
MILANO,MILANO,MI146.2376,LINEA MM5 TRATTA ISOLA/BIGNAMI POZZO PONALE BIGNAMI,TRATTA ISOLA/GARIBALDI,altri siti non meglio specificati,9.18391195,45.47211145,POINT (9.18391195 45.47211145),alta
BRESCIA,COLOGNE,BS059.0002,"AREA ""EX ZAMBELLINI""",VIA PONTE FABBRO,rilasci accidentali o dolosi di sostanze,9.94291149,45.58029095,POINT (9.94291149 45.58029095),alta
MILANO,BOLLATE,MI027.0066,FONTANILE FONTANILETTO,UBOLDI FRAZ.BARANZATE,n.d.,9.11534154,45.54731776,POINT (9.11534154 45.54731776),bassa
MILANO,MILANO,MI146.2918,EX AUTOOFFICINA /CARROZZERIA,VIA CECCHI 13 ANG.VIA FUSARO,aree industriali dismesse,9.15207811,45.46057929,POINT (9.15207811 45.46057929),alta
MILANO,MILANO,MI146.0382,"PV 6130, TAMOIL PETROLI SPA","VIA SIMONE SAINT BON, 34",impianti di stoccaggio o adduzione carburanti,9.12196555,45.4579943,POINT (9.12196555 45.4579943),alta
MILANO,MAGNAGO,MI131.0005,Area industriale Ex URSUS PERONI,"VIA GOFFREDO MAMELI, 8/10",aree industriali dismesse,8.8018865,45.58077944,POINT (8.8018865 45.58077944),alta
MILANO,MILANO,MI146.1097,EX P.V. IP N. 6064,"VIA ARBE, 100",impianti di stoccaggio o adduzione carburanti,9.19611987,45.49501737,POINT (9.19611987 45.49501737),alta
MILANO,MILANO,MI146.3162,EX SEDE MONTE TITOLI,"VIA ANDREA MANTEGNA, 6",altri siti non meglio specificati,9.16854181,45.48293021,POINT (9.16854181 45.48293021),alta
MILANO,MILANO,MI146.3200,AREA PROPRIETA BOCCONI,"VIALE BLIGNY, 22",n.d.,9.18972705,45.45106145,POINT (9.18972705 45.45106145),alta
BERGAMO,BERGAMO,BG024.0010,"EX FERVET, CEFIS","VIA PIETRO ROVELLI, 60",aree industriali in attività,9.7021983,45.68770078,POINT (9.7021983 45.68770078),alta
MONZA E DELLA BRIANZA,MONZA,MI149.0027,Ex Cotonificio Cederna,VIA ANTONIO CEDERNA,aree industriali dismesse,9.2971729,45.57691798,POINT (9.2971729 45.57691798),alta
MILANO,NERVIANO,MI154.0001,TRATTAMENTI TERMICI NERVIANESI S.p.A.,"VIALE I MAGGIO, 30",aree industriali in attività,8.96591831,45.54397876,POINT (8.96591831 45.54397876),alta
MILANO,MILANO,MI146.0620,P.V. ESSO 0503,"PIAZZALE LUIGI EMANUELE CORVETTO, 8",impianti di stoccaggio o adduzione carburanti,9.22432914,45.43958965,POINT (9.22432914 45.43958965),alta
MILANO,PIEVE EMANUELE,MI173.0012,AREA ORTI VIA NENNI,VIA PIETRO NENNI,smaltimenti non autorizzati - abbandono rifiuti,9.19081108,45.33967525,POINT (9.19081108 45.33967525),alta
MILANO,MILANO,MI146.2836,"AREA CONDOMINIO, serbatoi","VIA COSTANZA, 41",altri siti non meglio specificati,9.15043108,45.45986963,POINT (9.15043108 45.45986963),alta
MILANO,MILANO,MI146.4179,AREA DI VIALE MONZA 273,"VIALE MONZA, 273",altri siti non meglio specificati,9.22467196,45.51283426,POINT (9.22467196 45.51283426),alta
MILANO,MILANO,MI146.3999,AREA PRIVATA,"VIALE MONTELLO, 6",aree industriali dismesse,9.18134042,45.48132735,POINT (9.18134042 45.48132735),alta
CREMONA,CREMONA,CR036.0004,"TAMOIL RAFFINAZIONE, LESIONE OLEODOTTO",LOCALITA' BOSCO EX PARMIGIANO,rilasci accidentali o dolosi di sostanze,10.03135335,45.1262003,POINT (10.03135335 45.1262003),alta
CREMONA,CREMONA,CR036.0002,PUNTO VENDITA SHELL 25007,"VIA MILANO, 22",impianti di stoccaggio o adduzione carburanti,9.9923564,45.1439763,POINT (9.9923564 45.1439763),alta
BERGAMO,CASTIONE DELLA PRESOLANA,BG064.0001,Spandimento carburante a seguito di incidente stradale automezzo,S.P.671-LOC.BRATTO,rilasci accidentali o dolosi di sostanze,10.05663955,45.92264563,POINT (10.05663955 45.92264563),bassa
MILANO,MILANO,MI146.4141,AREA DI VIA TRASIMENO 84,"VIA TRASIMENO, 84",altri siti non meglio specificati,9.25136785,45.51748188,POINT (9.25136785 45.51748188),alta
MILANO,MILANO,MI146.0907,Area PII Ponte Lambro,VIE PAREA 22,aree industriali dismesse,9.15933654,45.46819153,POINT (9.15933654 45.46819153),bassa
VARESE,VARESE,VA133.0058,Cantiere di Via peschiera,VIA PESCHIERA,n.d.,8.86132666,45.81250698,POINT (8.86132666 45.81250698),alta
MILANO,PARABIAGO,MI168.0016,AREA EX TESSITURA CASTOLDI,"VIA XXIV MAGGIO, 31",aree industriali dismesse,8.95021141,45.55484211,POINT (8.95021141 45.55484211),alta
MILANO,MILANO,MI146.2394,GIARDINI BENACO S.R.L.,"VIA VALTELLINA, 32",n.d.,9.18183555,45.49197199,POINT (9.18183555 45.49197199),alta
MILANO,SAN COLOMBANO AL LAMBRO,LO191.0001,DISCARICA adiacente CIMITERO COMUNALE,LOCALITA' CIMITERO,smaltimenti non autorizzati - abbandono rifiuti,9.48476625,45.17711325,POINT (9.48476625 45.17711325),bassa
MILANO,ZIBIDO SAN GIACOMO,MI247.0001,Cava Centopertiche ex Depac,CASCINA CENTO PERTICHE,discariche abusive o incontrollate,9.11747947,45.3724483,POINT (9.11747947 45.3724483),alta
MILANO,ARESE,MI009.0019,"EX MGT SRL, AREA INDUSTRIALE DISMESSA","VIA SENATO, 13",aree industriali dismesse,9.08439693,45.54390894,POINT (9.08439693 45.54390894),alta
BERGAMO,MEDOLAGO,BG250.0001,Soc. Immobiliare ZABE area ex SEI,VIA ROMA,aree industriali in attività,9.49526469,45.6734191,POINT (9.49526469 45.6734191),alta
MILANO,PADERNO DUGNANO,MI166.0004,AREA EX TILANE,"VIA ARBORINA, 2",aree industriali dismesse,9.15946205,45.56736368,POINT (9.15946205 45.56736368),alta
MILANO,ROZZANO,MI189.0047,LA DUCALE S.P.A.,"VIA MONTE BIANCO, 50",n.d.,9.15395837,45.39710882,POINT (9.15395837 45.39710882),alta
LODI,MERLINO,LO039.0001,PADANA RIFIUTI LORIA METAL,VIA MILANO,discariche abusive o incontrollate,9.4480339,45.42460266,POINT (9.4480339 45.42460266),bassa
MONZA E DELLA BRIANZA,MISINTO,MI147.0001,EX COMBIPRAND,"VIA DELLA LONGURA, 6",aree industriali dismesse,9.07149608,45.66185716,POINT (9.07149608 45.66185716),alta
MILANO,MILANO,MI146.1037,VALES S.r.l.,"VIA GIUSEPPE CANDIANI, 66",aree industriali dismesse,9.16678639,45.5041084,POINT (9.16678639 45.5041084),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0029,Area di via Mazzini,"VIA GIUSEPPE MAZZINI, 20",altri siti non meglio specificati,9.06015785,45.42387795,POINT (9.06015785 45.42387795),alta
MILANO,GUDO VISCONTI,MI112.0001,Area Via Cornaggia 2,"VIA CORNAGGIA, 2",aree industriali dismesse,8.99772442,45.3732242,POINT (8.99772442 45.3732242),alta
PAVIA,PIZZALE,PV116.0002,Soc. Autotrasporti di Sandrone e C. Snc,STRADA PROVINCIALE 23,n.d.,9.04833028,45.03652388,POINT (9.04833028 45.03652388),alta
MILANO,COLOGNO MONZESE,MI081.0006,AREA ISSCO,"VIA FRANCESCO BARACCA, 29",aree industriali dismesse,9.26987976,45.52663639,POINT (9.26987976 45.52663639),alta
VARESE,CAIRATE,VA029.0001,MONTALBETTI SPA,"VIA CARLO PORTA, 7/12C",aree industriali in attività,8.84789082,45.69319843,POINT (8.84789082 45.69319843),alta
MILANO,MILANO,MI146.2249,HOT SPOT 2V - PII GARIBALDI/REPUBBLICA,VIALE DON LUIGI STURZO,altri siti non meglio specificati,9.18760009,45.48335906,POINT (9.18760009 45.48335906),alta
MONZA E DELLA BRIANZA,CONCOREZZO,MI084.0004,NUOVA IMMOBILIARE BRIANTEA SRL (EX MAGAZZINI GENERALI DELLA BRIANZA) EX DOGANA,VIA MONTE ROSA,aree industriali in attività,9.32800079,45.59519985,POINT (9.32800079 45.59519985),alta
VARESE,BUSTO ARSIZIO,VA026.0065,CONSORZIO ACCAM,"STRADA COMUNALE PER ARCONATE, 121",aree industriali dismesse,8.83615489,45.57517925,POINT (8.83615489 45.57517925),alta
MILANO,ROZZANO,MI189.0090,AREA COMUNALE P.ZZA FOGLIA,PIAZZA GIOVANNI FOGLIA,altri siti non meglio specificati,9.15349833,45.3813485,POINT (9.15349833 45.3813485),alta
LODI,CAVENAGO D ADDA,LO017.0003,"ENI SPA, CAVIAGA 8",N.D.,attività minerarie o estrattive,9.59457635,45.29038788,POINT (9.59457635 45.29038788),bassa
MILANO,MILANO,MI146.1813,ARREA DI VIA GIAMBELLINO 31,"VIA GIAMBELLINO, 31",aree industriali dismesse,9.15007663,45.45103621,POINT (9.15007663 45.45103621),alta
MILANO,LAINATE,MI116.0004,GAMMACHIMICA SPA,"VIA BERGAMO, 7",rilasci accidentali o dolosi di sostanze,9.0170134,45.56762173,POINT (9.0170134 45.56762173),alta
MILANO,MILANO,MI146.2464,EX ITALFRIGOR,"VIA MARCO FABIO QUINTILIANO, 5",aree industriali dismesse,9.24165195,45.45316147,POINT (9.24165195 45.45316147),alta
VARESE,CASTELLANZA,VA042.0011,Area Ex ZC - imm.re CANTER,VIA VENETO-GIUSTI,aree industriali dismesse,8.8991576,45.61115712,POINT (8.8991576 45.61115712),alta
MONZA E DELLA BRIANZA,LISSONE,MI123.0004,IMMOBILIARE BELGIOIOSO - AREA EX MONTANA,VIA DON GIOVANNI MINZONI,aree industriali dismesse,9.23907067,45.61184357,POINT (9.23907067 45.61184357),alta
MILANO,MILANO,MI146.2083,AREA EX COMMERCIALE,"VIA FORTEZZA, 13",rilasci accidentali o dolosi di sostanze,9.22314936,45.51921176,POINT (9.22314936 45.51921176),alta
MILANO,CINISELLO BALSAMO,MI077.0024,Area Triade S.r.l.,"VIALE DEI PARTIGIANI, 111/113",aree industriali dismesse,9.22242,45.54494572,POINT (9.22242 45.54494572),alta
MILANO,SAN GIULIANO MILANESE,MI195.0066,SOCIETA' ROGGIA MOLINA S.R.L.,"CARDUCCI,PORTA,CAVOUR",aree industriali dismesse,9.2780372,45.3838531,POINT (9.2780372 45.3838531),bassa
MILANO,SOLARO,MI213.0021,AREA VIA CAVOUR,VIA CAMILLO BENSO CONTE DI CAVOUR,aree industriali dismesse,9.08068389,45.61986967,POINT (9.08068389 45.61986967),alta
VARESE,CARONNO PERTUSELLA,VA034.0019,AREA EX DUPONT,"VIA TRIESTE, 292",aree industriali dismesse,9.05878827,45.58682357,POINT (9.05878827 45.58682357),alta
MILANO,PARABIAGO,MI168.0047,AREA VIA REGINA MARGHERITA,"VIA REGINA MARGHERITA, 10",aree industriali dismesse,8.93951181,45.56221696,POINT (8.93951181 45.56221696),alta
MILANO,MILANO,MI146.2528,M5-ISOLA DON STURZO-P.ZZA FREUD,VIALE DON STURZO/PIAZZA FREUD,aree industriali dismesse,9.18760009,45.48335906,POINT (9.18760009 45.48335906),alta
MILANO,CORMANO,MI086.0011,"AREA ""COTONIFICIO DI SOLBIATE OLONA"" - PAS 2","VIA NAZARIO SAURO, 15",aree industriali dismesse,9.17251971,45.54574618,POINT (9.17251971 45.54574618),alta
MILANO,MILANO,MI146.0062,AREA EX CELESTRI,"PIAZZALE BOLOGNA, 7",altri siti non meglio specificati,9.22373118,45.44441653,POINT (9.22373118 45.44441653),alta
MILANO,MILANO,MI146.4100,AREA EX CAMPO NOMADI,VIA LUCIO CORNELIO SILLA,altri siti non meglio specificati,9.08021491,45.49056809,POINT (9.08021491 45.49056809),alta
VARESE,SESTO CALENDE,VA120.0003,Località Lisanza - Sversamento idrocarburi,VIA DEI PESCATORI,n.d.,8.60032682,45.73454512,POINT (8.60032682 45.73454512),alta
MILANO,MILANO,MI146.0130,P.V. API DI VIA SILVA,"VIA GUGLIELMO SILVA, 33",impianti di stoccaggio o adduzione carburanti,9.14761981,45.4787586,POINT (9.14761981 45.4787586),alta
MILANO,MILANO,MI146.0547,AREA ALAMANNI,"VIA LUIGI ALAMANNI, 8",aree industriali dismesse,9.19997488,45.4338643,POINT (9.19997488 45.4338643),alta
MILANO,SESTO SAN GIOVANNI,MI209.0030,AREA EX MARELLI - EX GIEM,"VIALE THOMAS ALVA EDISON, 130",aree industriali dismesse,9.24543454,45.53196645,POINT (9.24543454 45.53196645),alta
COMO,FINO MORNASCO,CO102.0005,ERG PETROLI PUNTO VENDITA CO/208,S.P.PER CUCCIAGO,rilasci accidentali o dolosi di sostanze,9.05544135,45.74300242,POINT (9.05544135 45.74300242),bassa
MILANO,BARANZATE,MI250.0041,AREA VIA FIUME,"VIA FIUME, 7",n.d.,9.12006952,45.52305289,POINT (9.12006952 45.52305289),alta
MILANO,ABBIATEGRASSO,MI002.0025,PLESSO SCOLASTICO DI VIA COLOMBO - smaltimento materiale di riporto,"VIA CRISTOFORO COLOMBO, 10/12",n.d.,8.92393211,45.39725353,POINT (8.92393211 45.39725353),alta
MILANO,MILANO,MI146.2557,AREA DEI PIETRI E G.PESTAGALLI -area sud-est,"VIA PIETRO E GIUSEPPE DEI PESTAGALLI, 40-45",aree industriali dismesse,9.23773119,45.43851168,POINT (9.23773119 45.43851168),alta
BRESCIA,BORGOSATOLLO,BS021.0004,CUMULI DI RIFIUTI DEPOSITATI IN VIA FERRI,VIA FERRI,n.d.,10.25280336,45.4772863,POINT (10.25280336 45.4772863),alta
MONZA E DELLA BRIANZA,DESIO,MI100.0004,Area Ex Tilane,"VIA GIACOMO MATTEOTTI, 81",aree industriali dismesse,9.20041628,45.61625721,POINT (9.20041628 45.61625721),alta
MILANO,MILANO,MI146.1768,Area Ex Alserio Cart,"VIA ALSERIO, 3/6",aree industriali dismesse,9.18496104,45.491252,POINT (9.18496104 45.491252),alta
MILANO,MILANO,MI146.0107,"VIA A. PIRELLI, ZONA BICOCCA, PARCHEGGIO P8 , MILANO CENTRALE SERVIZI DI SVILUPPO","VIALE SARCA, 222",aree industriali dismesse,9.21131999,45.52011875,POINT (9.21131999 45.52011875),alta
SONDRIO,CHIAVENNA,SO018.0001,P.V. IP N. 2314,PIAZZA GIUSEPPE VERDI,impianti di stoccaggio o adduzione carburanti,9.39995508,46.31853584,POINT (9.39995508 46.31853584),alta
MILANO,MILANO,MI146.3031,AREA DI VIA PIERO DELLA FRANCESCA,"VIA PIERO DELLA FRANCESCA, 8",n.d.,9.16685625,45.48238061,POINT (9.16685625 45.48238061),alta
MILANO,CERNUSCO SUL NAVIGLIO,MI070.0003,AREA IMMOBILIARE FONTANILE,"VIA MONZA, 124",aree industriali dismesse,9.31771339,45.52495455,POINT (9.31771339 45.52495455),alta
VARESE,SARONNO,VA119.0043,AREA EX SAPRETE,"VIA VARESE, 38",aree industriali dismesse,9.03248289,45.61598795,POINT (9.03248289 45.61598795),alta
MILANO,LEGNANO,MI118.0018,ABB POWER TECHNOLOGIES S.p.A.,"VIA GIOTTO, 10",aree industriali in attività,8.91520825,45.57984113,POINT (8.91520825 45.57984113),alta
BRESCIA,BRESCIA,BS029.0128,AREA EX IDRA PRESSE,"VIA TRIUMPLINA, 43",aree industriali dismesse,10.22951674,45.56608805,POINT (10.22951674 45.56608805),alta
MILANO,MILANO,MI146.0719,"VULCANO 2001 S.R.L. - EX AREA INDUSTRIALE ""F.LLI BORLETTI""","VIA GIORGIO WASHINGTON, 53",aree industriali dismesse,9.15492524,45.4605264,POINT (9.15492524 45.4605264),alta
LECCO,BOSISIO PARINI,LC009.0001,STAMPERIA BRENNA E C. - ZONA POZZO PERDENTE,"VIA SANT' AMBROGIO, 30",aree industriali in attività,9.28249623,45.7969467,POINT (9.28249623 45.7969467),alta
MILANO,MILANO,MI146.1429,"SCUOLE COMUNALI, DISMISSIONE SERBATOI INTERRATI","VIA ANTONIO STOPPANI, 1",serbatoi carburante per riscaldamento,9.21144734,45.47614149,POINT (9.21144734 45.47614149),alta
MILANO,PADERNO DUGNANO,MI166.0066,CANTIERE PA4 (SCUOLA MATERNA E MEDIA),VIA FEDERICO CHOPIN,n.d.,9.18801297,45.57107203,POINT (9.18801297 45.57107203),alta
BRESCIA,CALVAGESE DELLA RIVIERA,BS033.0002,NOVASFER,"VIA GALILEO GALILEI, 3",aree industriali in attività,10.4570948,45.53169269,POINT (10.4570948 45.53169269),bassa
MILANO,RHO,MI182.0069,PV SHELL 49.416,"VIA LAINATE, 70",impianti di stoccaggio o adduzione carburanti,9.03547084,45.53829295,POINT (9.03547084 45.53829295),alta
MONZA E DELLA BRIANZA,NOVA MILANESE,MI156.0003,Area di Via Croce Rossa,"VIA CROCE ROSSA ITALIANA, 6ANG.VIABELLINI6",aree industriali dismesse,9.20358105,45.58700902,POINT (9.20358105 45.58700902),alta
PAVIA,VOGHERA,PV182.0014,Ditta VIOLA SRL,"VIA PIACENZA, 7",aree industriali in attività,9.06417123,45.00075499,POINT (9.06417123 45.00075499),alta
MILANO,MILANO,MI146.0292,Area ex KELLER VERNICI,"VIA ALESSANDRO LITTA MODIGNANI, 8",aree industriali dismesse,9.1653995,45.52383205,POINT (9.1653995 45.52383205),alta
MILANO,BARANZATE,MI250.0046,SERBATOIO AREA MACINAZIONE MINERALI,"VIA STELLA ROSA, 53",n.d.,9.10078524,45.5324639,POINT (9.10078524 45.5324639),alta
VARESE,BUSTO ARSIZIO,VA026.0058,Area urbana in Via Espinasse,"VIA GENERALE CARLO ESPINASSE, 41",aree industriali dismesse,8.83710635,45.6074521,POINT (8.83710635 45.6074521),alta
MILANO,SAN GIULIANO MILANESE,MI195.0052,KLUBER LUBRICATION ITALIA S.A.S.,"VIA MONFERRATO, 57",aree industriali in attività,9.2580732,45.40074579,POINT (9.2580732 45.40074579),alta
VARESE,CISLAGO,VA050.0001,PUNTO VENDITA IP N. 6985,S.S.N 233 KM 26+795,impianti di stoccaggio o adduzione carburanti,8.96161255,45.64934593,POINT (8.96161255 45.64934593),bassa
MILANO,MILANO,MI146.1846,RESIDENZA MELOGRANO EX MERCATO COPERTO,VIE CONI ZUGNA/VIA FRA PACIOLI/VIALE PAPINIANO,altri siti non meglio specificati,9.16404549,45.46065614,POINT (9.16404549 45.46065614),alta
MILANO,MILANO,MI146.0848,AREA PIRELLI BICOCCA EX EDIFICIO 157,PIAZZA DEI DAINI,aree industriali dismesse,9.21131138,45.51578188,POINT (9.21131138 45.51578188),alta
