PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,NOTE,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
MANTOVA,,MN009.0001,CENTRALE TERMOELETTRICA ENEL- EUROGEN,VIA COLOMBO 2,,aree industriali in attività,,,,nd
MILANO,PERO,MI170.0055,TRANSFLUID,"VIA VINCENZO MONTI, 19",,aree industriali dismesse,9.09648851,45.5097687,POINT (9.09648851 45.5097687),alta
MILANO,PIOLTELLO,MI175.0018,AREA MAGNI PIETRO E C,"VIA GABRIELE D' ANNUNZIO, 6",,aree industriali dismesse,9.32599738,45.4974908,POINT (9.32599738 45.4974908),alta
VARESE,CITTIGLIO,VA051.0002,Fallimento CONCERIA FRASCHINI e ARES srl - ex- ACQUATECH SRL,STRADA STATALE 394,,aree industriali dismesse,8.6701013,45.89062207,POINT (8.6701013 45.89062207),alta
BERGAMO,TERNO D ISOLA,BG213.0001,"ditta FBM HUDSON, con Chignolo d'Isola","VIA VALTRIGHE, 5",,aree industriali in attività,9.53960189,45.69013417,POINT (9.53960189 45.69013417),alta
PAVIA,CASEI GEROLA,PV033.0006,ARGINI EX ZUCCHERIFICIO,STRADA PROVINCIALE 206 VOGHERA NOVARA,,operazioni di recupero rifiuti,8.91244462,45.02824894,POINT (8.91244462 45.02824894),alta
MILANO,OPERA,MI159.0017,SOCIETÀ RETTAGLIATA SERVIZI SPA INCORPORATA IN SIRAM SPA,"VIA CAMICIE ROSSE, 2/4",,impianti di stoccaggio o adduzione carburanti,9.20915939,45.37288746,POINT (9.20915939 45.37288746),alta
MILANO,CASSINA DE PECCHI,MI060.0001,"FRAZIONE SANT'AGATA, CONSORZIO CONSAGA",LOCALITA' C.NA S.MORO,(*),impianti di stoccaggio o adduzione carburanti,9.39494352,45.50972657,POINT (9.39494352 45.50972657),alta
BRESCIA,MONTIRONE,BS114.0001,EX CAVA BONOMELLI,"VIA PEDRONA, 47",,smaltimenti non autorizzati - abbandono rifiuti,10.24726724,45.44208772,POINT (10.24726724 45.44208772),alta
MONZA E DELLA BRIANZA,CORNATE D ADDA,MI088.0004,Area Imm.re Villa Paradiso,"VIA VILLA PARADISO, 1",(*),attività minerarie o estrattive,9.48516865,45.64723131,POINT (9.48516865 45.64723131),alta
BRESCIA,CALCINATO,BS032.0001,DISCARICA ABUSIVA LOC. GAVARDINA,VIA GAVARDINA,,smaltimenti non autorizzati - abbandono rifiuti,10.39047775,45.47136289,POINT (10.39047775 45.47136289),alta
MILANO,MILANO,MI146.2291,Area di Piazza del Carmine,"PIAZZA DEL CARMINE, 4",,altri siti non meglio specificati,9.18544945,45.47042895,POINT (9.18544945 45.47042895),alta
MILANO,BRESSO,MI032.0005,NEMA Srl - Ex LOMBARDA TRASFORMATORI,"VIA GUGLIELMO MARCONI, 7",,aree industriali dismesse,9.1887056,45.53976155,POINT (9.1887056 45.53976155),alta
PAVIA,VALLE LOMELLINA,PV168.0001,Area S.I.F.,LOCALITA' STAZIONE,,aree industriali dismesse,8.66769012,45.15192622,POINT (8.66769012 45.15192622),alta
VARESE,LAVENO - MOMBELLO,VA087.0001,Area ex Ceramica Lago,VIA DE ANGELIS,(*),aree industriali dismesse,8.61781991,45.91113561,POINT (8.61781991 45.91113561),alta
MILANO,BARANZATE,MI250.0030,Società Dipharma Francis S.r.l.,"VIA BISSONE, 5",,aree industriali in attività,9.11620494,45.52049063,POINT (9.11620494 45.52049063),alta
MILANO,OPERA,MI159.0006,Centro Stoccaggio Rifiuti SVR,"VIA ROMAGNA, 19/21",,aree industriali dismesse,9.21585946,45.37094956,POINT (9.21585946 45.37094956),alta
LODI,CRESPIATICA,LO025.0002,BERETTA (EX FINITALIA),"VIA NINO DALL' ORO, 32",,aree industriali dismesse,9.57467607,45.35867126,POINT (9.57467607 45.35867126),alta
VARESE,COMABBIO,VA054.0002,AREA GLIMM SRL,"VIA BONGIASCA, 624",,aree industriali dismesse,8.67967637,45.77815872,POINT (8.67967637 45.77815872),alta
MILANO,MILANO,MI146.3866,VEAS S.R.L.,"VIA LODOVICO IL MORO, 81",,altri siti non meglio specificati,9.14170483,45.44464937,POINT (9.14170483 45.44464937),alta
MILANO,MILANO,MI146.1151,Area Ex Seis,"VIA CLETTO ARRIGHI, 19",,aree industriali dismesse,9.24898992,45.48282446,POINT (9.24898992 45.48282446),alta
LECCO,MOLTENO,LC051.0001,PV TAMOIL 6074,"VIALE LOMBARDIA, 12",,impianti di stoccaggio o adduzione carburanti,9.29288619,45.78240749,POINT (9.29288619 45.78240749),alta
VARESE,UBOLDO,VA130.0006,Area SICAD SpA (ex Contardo),"VIA CADUTI DELLA LIBERAZIONE, 57",,altri siti non meglio specificati,8.99400987,45.60265613,POINT (8.99400987 45.60265613),alta
BERGAMO,ALBINO,BG004.0003,Area lungo il fiume Serio,VIA ALESSANDRO PERTINI,(*),discariche abusive o incontrollate,9.81368137,45.76291977,POINT (9.81368137 45.76291977),alta
MONZA E DELLA BRIANZA,MONZA,MI149.0073,IMPIANTO DEPOSITO E SELEZIONE MATERIALI FERROSI,"VIA DELLA GUERRINA, 20",,impianti di stoccaggio rifiuti,9.3009007,45.58727015,POINT (9.3009007 45.58727015),alta
MILANO,MILANO,MI146.4255,AREA VIA COMPAGNONI,"VIA GIUSEPPE COMPAGNONI, 12",,aree industriali dismesse,9.22150489,45.46448195,POINT (9.22150489 45.46448195),alta
MILANO,RHO,MI182.0024,"Immob. EDERA S.r.l. e IPR, ex area ACNA, ex Chimica Bianchi","VIA MAGENTA, 77",,aree industriali in attività,9.03755483,45.52165925,POINT (9.03755483 45.52165925),alta
BERGAMO,ZANICA,BG245.0006,Area ex ditta Cavalleri,LOCALITA' PADERGNONE,,altri siti non meglio specificati,9.68755206,45.64069879,POINT (9.68755206 45.64069879),alta
MILANO,MILANO,MI146.2466,RESIDENCE GIANNINO - ex area artigianale,"VIA FRATELLI VIVARINI, 5",,altri siti non meglio specificati,9.18002007,45.43888174,POINT (9.18002007 45.43888174),alta
MILANO,BUCCINASCO,MI036.0010,"Area ""ex SOLFRENE"" - Area Posteggio",VIALE LOMBARDIA,,aree industriali dismesse,9.11971328,45.42145617,POINT (9.11971328 45.42145617),alta
MILANO,LEGNANO,MI118.0009,VOLONTERIO FEDELE S.R.L.,"VIA CADORE, 32",,aree industriali in attività,8.90443784,45.60514034,POINT (8.90443784 45.60514034),alta
COMO,COMO,CO075.0030,CONDOMINIO - Sversamento accidentale da serbatoi interrati,"VIA NAPO TORRIANI, 30/32",,rilasci accidentali o dolosi di sostanze,9.07972985,45.8066239,POINT (9.07972985 45.8066239),alta
MILANO,MILANO,MI146.4031,Area industriale dismessa,VIA TRILUSSA,,aree industriali dismesse,9.1366061,45.51427734,POINT (9.1366061 45.51427734),alta
MILANO,MILANO,MI146.4322,Area proprietà privata,"VIALE ABRUZZI, 42",,aree industriali dismesse,9.21724172,45.47916635,POINT (9.21724172 45.47916635),alta
MONZA E DELLA BRIANZA,CORREZZANA,MI092.0001,Antibioticos S.p.A.,"VIA LUIGI EINAUDI, 8",,aree industriali dismesse,9.30045323,45.6695882,POINT (9.30045323 45.6695882),alta
BRESCIA,FIESSE,BS071.0001,EX CAVE ROCCA - ABBANDONO RIFIUTI,LOCALITA' CASCINA PIAVE,,smaltimenti non autorizzati - abbandono rifiuti,10.3331522,45.22699537,POINT (10.3331522 45.22699537),bassa
MILANO,SAN GIULIANO MILANESE,MI195.0026,Ditta Zincheria Musso,"VIA LOMBARDIA, 15",,aree industriali in attività,9.25384194,45.39694217,POINT (9.25384194 45.39694217),alta
MILANO,TURBIGO,MI226.0001,"PRATI DELLA FOLLA, EX DISCARICA BAROZZA",LOCALITA' PRATI DELLA FOLLA S.N.C.,,aree di spagliamento reflui fognari,8.73391698,45.52387761,POINT (8.73391698 45.52387761),alta
LECCO,CALCO,LC012.0001,PV SHELL N. 12 DITTA C.P.P.,"VIA NAZIONALE, 5",,impianti di stoccaggio o adduzione carburanti,9.41586768,45.72449995,POINT (9.41586768 45.72449995),alta
MANTOVA,MARMIROLO,MN033.0007,Area ex cava La Ferranda,"STRADA SOAVE, 24",,altri siti non meglio specificati,10.75235735,45.21696674,POINT (10.75235735 45.21696674),alta
MILANO,VIMODRONE,MI242.0008,Area ex Cinema Astor,"VIA PIAVE,TURATI,PAPA GIOVANNI XXIII",(*),altri siti non meglio specificati,9.28720479,45.51454179,POINT (9.28720479 45.51454179),bassa
BERGAMO,ARDESIO,BG012.0001,LOC. PIÀ SPIS,LOC.PIA' SPIS,(*),rilasci accidentali o dolosi di sostanze,9.89684399,45.94016786,POINT (9.89684399 45.94016786),bassa
VARESE,CARAVATE,VA031.0002,AREA INDUSTRIALE EX INDA,"VIA XXV APRILE, 53",,aree industriali dismesse,8.6458065,45.87441805,POINT (8.6458065 45.87441805),alta
MILANO,MILANO,MI146.0438,P.V. SHELL 49344,"VIA SANTA RITA DA CASCIA, 2/4",,impianti di stoccaggio o adduzione carburanti,9.14821969,45.44234315,POINT (9.14821969 45.44234315),alta
BRESCIA,GARDONE VALTROMPIA,BS075.0003,FABBRICA PIETRO BERETTA SpA,"VIA PIETRO BERETTA, 2",,aree industriali in attività,10.18466124,45.69030369,POINT (10.18466124 45.69030369),alta
LODI,CORNEGLIANO LAUDENSE,LO021.0003,Area Soc. LIVIANA in prossimità roggia Codogna,VIA MARESCALCA,,altri siti non meglio specificati,9.4889619,45.29510605,POINT (9.4889619 45.29510605),alta
MILANO,CISLIANO,MI078.0004,OLEODOTTO ENI,LOCALITA' CASCINA MISCHIA S.P.114,,altri siti non meglio specificati,8.96808276,45.42685648,POINT (8.96808276 45.42685648),alta
VARESE,CARONNO PERTUSELLA,VA034.0009,DISCARICA ABUSIVA Rifiuti speciali,STRADA PODERALE IN FREGIO A S.P.N.16 (RHO-SARONNO),,discariche abusive o incontrollate,9.0456647,45.59569931,POINT (9.0456647 45.59569931),bassa
MILANO,MILANO,MI146.0357,Autoparco PRU LEONI/PIETRASANTA,"VIA POMPEO LEONI, 2-29",,aree industriali dismesse,9.19444033,45.4460136,POINT (9.19444033 45.4460136),alta
MILANO,MILANO,MI146.3495,PRELIOS SGR,"VIA GIACOMO MEDICI DEL VASCELLO, 14",,aree industriali dismesse,9.23888589,45.4426424,POINT (9.23888589 45.4426424),alta
MILANO,MILANO,MI146.2902,PIAZZA LUIGI DI SAVOIA,"PIAZZA LUIGI DI SAVOIA, 28/30",(*),impianti di stoccaggio o adduzione carburanti,9.20755705,45.48602655,POINT (9.20755705 45.48602655),alta
LODI,SANT ANGELO LODIGIANO,LO050.0007,AREA EX SINTERAMA - EX SAMADOVAL,VIALE ZARA ANGOLO VIA GARIBALDI,,aree industriali dismesse,9.40537335,45.24493774,POINT (9.40537335 45.24493774),alta
MILANO,ROZZANO,MI189.0050,AREA ECOLAB PRODUCTION ITALY,"VIA ACHILLE GRANDI, 9/11",,aree industriali in attività,9.17019469,45.38170495,POINT (9.17019469 45.38170495),alta
CREMONA,CREMONA,CR036.0014,Area ex Armaguerra,VIA CASTELLEONE,,aree industriali dismesse,10.00987279,45.14381435,POINT (10.00987279 45.14381435),alta
MILANO,MILANO,MI146.0221,EX ANSALDO- subarea 2,"VIALE SARCA, 336",(*),aree industriali dismesse,9.21448617,45.52564294,POINT (9.21448617 45.52564294),alta
SONDRIO,VALDIDENTRO,SO071.0004,Area in località Pecè,VIA LUNGO VIOLA,,altri siti non meglio specificati,10.29909487,46.48867362,POINT (10.29909487 46.48867362),alta
BERGAMO,BERGAMO,BG024.0043,NUOVO ISTITUTO ITALIANO ARTI GRAFICHE,VIA PER ZANICA,,aree industriali in attività,9.6732206,45.68626323,POINT (9.6732206 45.68626323),alta
MILANO,CORBETTA,MI085.0005,SOCIETÀ LATTUADA GIUSEPPE & FIGLI,VIA SAN SEBASTIANO,,aree industriali dismesse,8.9179149,45.46633398,POINT (8.9179149 45.46633398),alta
MILANO,COLOGNO MONZESE,MI081.0014,PV 4038 TOTAL FINA ELF - COLOGNO EST,TANGENZIALE EST,(*),impianti di stoccaggio o adduzione carburanti,9.26320598,45.53274767,POINT (9.26320598 45.53274767),alta
BERGAMO,MOZZANICA,BG142.0002,ROHM AND HAAS ITALIA SRL,STRADA STATALE 11,,aree industriali in attività,9.6899234,45.47977665,POINT (9.6899234 45.47977665),alta
MILANO,MILANO,MI146.4150,FABRICA IMMOBILIARE MILANO S.G.R. (EX SIEROTERAPICO)- RIMOZIONE SERBATOI,VIA SEGANTINI/LIGURIA 64,,aree industriali dismesse,9.16822409,45.4439417,POINT (9.16822409 45.4439417),alta
MILANO,MILANO,MI146.4247,AREA VIA SOMALIA 3,"VIA SOMALIA, 3",,aree industriali dismesse,9.14170913,45.49350649,POINT (9.14170913 45.49350649),alta
BRESCIA,ORZINUOVI,BS125.0003,AREA INDUSTRIALE NUOVA ODO SPA,"VIALE FRANCESCO CRISPI, 3",,aree industriali in attività,9.92664381,45.40203166,POINT (9.92664381 45.40203166),alta
MILANO,MILANO,MI146.3131,AREA DI VIA ADRIANO (ALER),"VIA PUBLIO ELIO ADRIANO, 60",,serbatoi carburante per riscaldamento,9.24640957,45.51222803,POINT (9.24640957 45.51222803),alta
MONZA E DELLA BRIANZA,VIMERCATE,MI241.0002,CAVA BRIOSCHI,VIA DEL BURAGHINO,,smaltimenti non autorizzati - abbandono rifiuti,9.37143766,45.60401879,POINT (9.37143766 45.60401879),alta
MILANO,SETTIMO MILANESE,MI211.0008,AREA DI PROPRIETA' IMMOBILIARE SETTIMO PORDOI S.r.l.,"VIA PORDOI, 9",(*),,9.06477208,45.48693661,POINT (9.06477208 45.48693661),alta
MILANO,MILANO,MI146.1448,"SCUOLE COMUNALI, DISMISSIONE SERBATOIO","PIAZZA SAN GIUSEPPE, 10",,,9.206064,45.5267131,POINT (9.206064 45.5267131),alta
PAVIA,CODEVILLA,PV051.0002,DEPOSITO OLI MINERALI sversamento,"VIA TORRAZZA COSTE, 21",,impianti di stoccaggio o adduzione carburanti,9.06043714,44.96728268,POINT (9.06043714 44.96728268),alta
MILANO,SENAGO,MI206.0005,CONDOMINIO - Sversamento accidentale da serbatoi interrati,"VIA VINCENZO BELLINI, 6",(*),rilasci accidentali o dolosi di sostanze,9.10640657,45.57443481,POINT (9.10640657 45.57443481),alta
MONZA E DELLA BRIANZA,BIASSONO,MI023.0005,Area di Via Garibaldi,"VIA GIUSEPPE GARIBALDI, 13",,aree industriali dismesse,9.26967607,45.63109188,POINT (9.26967607 45.63109188),alta
VARESE,LONATE POZZOLO,VA090.0009,CANTIERE EX TESSITURA SOLBIATI,VIA GIORDANO E GIOVANNI GIASSI,,aree industriali dismesse,8.75866532,45.58682316,POINT (8.75866532 45.58682316),alta
VARESE,VARESE,VA133.0039,Azienda agricola,"VIA VETTA D' ITALIA, 40",,smaltimenti non autorizzati - abbandono rifiuti,8.85996732,45.82534785,POINT (8.85996732 45.82534785),alta
MILANO,BINASCO,MI024.0011,AREA EX MACELLO,"VIA BINASCO, 76",,aree industriali dismesse,9.10410479,45.3320926,POINT (9.10410479 45.3320926),bassa
MILANO,MILANO,MI146.4181,AREA DI PROPRIETÀ COMUNALE ISTITUTO IC BORSI,"VIA MATILDE VISCONTINI, 7",,serbatoi carburante per riscaldamento,9.105601,45.4915505,POINT (9.105601 45.4915505),alta
BRESCIA,REZZATO,BS161.0003,Cromatura Staff,"VIA PIETRO GOBETTI, 9/11",,aree industriali in attività,10.30906036,45.5215663,POINT (10.30906036 45.5215663),alta
VARESE,SARONNO,VA119.0049,AREA EX PARMA E FIGLI,"VIA GUGLIELMO MARCONI, 75",,aree industriali dismesse,9.04247769,45.62385885,POINT (9.04247769 45.62385885),alta
MILANO,RHO,MI182.0100,ARKEMA SRL,"VIA PREGNANA, 63",,,9.03077051,45.52436753,POINT (9.03077051 45.52436753),alta
PAVIA,PAVIA,PV110.0002,Area di via Marconi,"VIA GUGLIELMO MARCONI, 1",(*),rilasci accidentali o dolosi di sostanze,9.16115414,45.19311229,POINT (9.16115414 45.19311229),alta
COMO,COMO,CO075.0065,AREA EX. TINTORIA LOMBARDA - ALER,VIA GABRIELE CASTELLINI,,aree industriali dismesse,9.09043767,45.79756491,POINT (9.09043767 45.79756491),alta
MILANO,LACCHIARELLA,MI115.0003,"SIGEMI, IMPIANTO STOCCAGGIO- CASCINA CROCINA",S.P.N.40 KM 4+700,,impianti di stoccaggio o adduzione carburanti,9.15759075,45.31805198,POINT (9.15759075 45.31805198),bassa
VARESE,FAGNANO OLONA,VA067.0004,Sversamento di idrocarburi nel Fiume Olona,VIA CRISTOFORO COLOMBO,(*),rilasci accidentali o dolosi di sostanze,8.87952923,45.66932736,POINT (8.87952923 45.66932736),alta
COMO,LUISAGO,CO135.0009,LUISAGO FILTEX,"VIA LUIGI GALVANI, 3",,aree industriali in attività,9.0396239,45.76173389,POINT (9.0396239 45.76173389),alta
BERGAMO,CIVIDATE AL PIANO,BG076.0001,ditta Nuova L.G.Z. srl,LOCALITA' CASCINA BOSCO,,aree industriali dismesse,9.83829018,45.54505528,POINT (9.83829018 45.54505528),alta
MONZA E DELLA BRIANZA,NOVA MILANESE,MI156.0001,ex CROMOTECNICA,"VIA SILVIO PELLICO, 4",,aree industriali dismesse,9.20468747,45.59168275,POINT (9.20468747 45.59168275),alta
MILANO,SESTO SAN GIOVANNI,MI209.0028,SOCIETA' E.C.I.S. S.R.L. LOTTO 2SS4 CIMEP,VIA MANTOVA-PACE-MILANO,(*),smaltimenti non autorizzati - abbandono rifiuti,9.24363649,45.52813116,POINT (9.24363649 45.52813116),alta
PAVIA,TRIVOLZIO,PV163.0002,SVERSAMENTO IDROCARBURI DA EFFRAZIONE OLEODOTTO ENI,AREA AGRICOLA,,rilasci accidentali o dolosi di sostanze,9.0467845,45.26208137,POINT (9.0467845 45.26208137),bassa
MILANO,MAGNAGO,MI131.0009,AREA FOCREM,"VIA ARTURO TOSCANINI, 4",,aree industriali dismesse,8.78473244,45.57099579,POINT (8.78473244 45.57099579),alta
BERGAMO,BERGAMO,BG024.0020,EX TINTORIA OROBICA,"VIA FRATELLI ROTA, 14",(*),aree industriali dismesse,9.6316676,45.6941006,POINT (9.6316676 45.6941006),alta
VARESE,CASTELLANZA,VA042.0018,PERSTORP SPA,"VIA DEL SEMPIONE, 13",,aree industriali in attività,8.88163056,45.61580483,POINT (8.88163056 45.61580483),alta
MANTOVA,BORGO VIRGILIO,MN005.0008,"P.V. ESSO 1280, S.S. 62 km 169+966","VIA AL FORTE, 8/A",,impianti di stoccaggio o adduzione carburanti,10.75430595,45.05422264,POINT (10.75430595 45.05422264),alta
MANTOVA,MANTOVA,MN030.0025,Area CLAIPA,"VIA SANTA MARTA, 15",,aree industriali dismesse,10.80050508,45.15091337,POINT (10.80050508 45.15091337),alta
MILANO,ABBIATEGRASSO,MI002.0006,Ex-DISCARICA Comunale RSU (area ex-depuratore),LOCALITA' CASCINA FONTANA,,discariche autorizzate,8.9012808,45.34209723,POINT (8.9012808 45.34209723),bassa
MILANO,MILANO,MI146.4282,IMMOBILE USO RESIDENZIALE,"VIA LORENTEGGIO, 181-183",,altri siti non meglio specificati,9.1308578,45.44803589,POINT (9.1308578 45.44803589),alta
MILANO,MILANO,MI146.0310,ex PLATING PLAST - PROPRIETA' IMMOBILIARE FRANTO SRL,"VIA SAN FAUSTINO, 44",,aree industriali dismesse,9.24179799,45.47375744,POINT (9.24179799 45.47375744),alta
BERGAMO,CASTELLI CALEPIO,BG062.0002,"Faini Bigiotteria Porto, ROTOGALVANO SNC, ERGA S.P.A.GRUPPO ENEL",LOCALITA' PORTO,,altri siti non meglio specificati,9.91495269,45.64861307,POINT (9.91495269 45.64861307),alta
BERGAMO,BERGAMO,BG024.0078,AREA VIA BRONZETTI 20,"VIA FRATELLI BRONZETTI, 20",(*),aree industriali dismesse,9.68708157,45.70301586,POINT (9.68708157 45.70301586),alta
MILANO,PESCHIERA BORROMEO,MI171.0025,EX NUOVA THERMO PHOENIX SRL,"VIA IV NOVEMBRE, 19",,,9.2827533,45.44103674,POINT (9.2827533 45.44103674),alta
LODI,LODI,LO031.0036,AREA EX SICC - SETTORE DI PROPRIETÀ COMUNALE,VIA PIETRO FERRABINI,,aree industriali dismesse,9.50932754,45.32141507,POINT (9.50932754 45.32141507),alta
MILANO,CORMANO,MI086.0031,Stabilimento Nexans Wires,"VIA DEL LAVORO, 12",,aree industriali dismesse,9.15724125,45.55181149,POINT (9.15724125 45.55181149),alta
BERGAMO,GORLE,BG115.0001,Ex FARMOL S.P.A. E FERRETTICASA,VIA MONTE BIANCO,(*),aree industriali dismesse,9.71312989,45.69396363,POINT (9.71312989 45.69396363),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0041,AREA EX CARTERIA,VIA MARCHESINA,,aree industriali dismesse,9.07271685,45.4189626,POINT (9.07271685 45.4189626),alta
BERGAMO,BERGAMO,BG024.0103,P.V. Q8 N. 1467,"VIA GIOSUE' CARDUCCI, 4",,impianti di stoccaggio o adduzione carburanti,9.66095155,45.68777818,POINT (9.66095155 45.68777818),alta
MILANO,MILANO,MI146.4289,INFRASTRUTTURE LOMBARDE,"VIA GIAMBELLINO, 150",,altri siti non meglio specificati,9.13083275,45.4449875,POINT (9.13083275 45.4449875),alta
COMO,LUISAGO,CO135.0003,P.V. ERG CO211 - RIMOZIONE SERBATOI,VIA RISORGIMENTO-SS DEI GIOVI,,impianti di stoccaggio o adduzione carburanti,9.05215403,45.76025199,POINT (9.05215403 45.76025199),alta
MILANO,SOLARO,MI213.0016,DISCARICA SNIA,,,discariche abusive o incontrollate,9.0805429,45.61489106,POINT (9.0805429 45.61489106),bassa
MONZA E DELLA BRIANZA,SEREGNO,MB039.0007,AREA VIA MONTELLO (EX SOMASCHINI),VIA MONTELLO-MONTE NERO,,impianti di stoccaggio o adduzione carburanti,9.21539089,45.64892176,POINT (9.21539089 45.64892176),alta
MILANO,CERRO MAGGIORE,MI072.0014,EX CROMOS TNF SPA,S.S.BUSTESE 527,,aree industriali dismesse,8.9639566,45.57860073,POINT (8.9639566 45.57860073),bassa
MILANO,MILANO,MI146.3280,AREA VIA DEI CANZI 18,"VIA DEI CANZI, 18",,aree industriali dismesse,9.24276367,45.47919631,POINT (9.24276367 45.47919631),alta
BRESCIA,DARFO BOARIO TERME,BS065.0004,EX AREA INDUSTRIALE ITALSIDER,"VIA AGOSTINO BONARA, 12",,aree industriali in attività,10.17946374,45.88458226,POINT (10.17946374 45.88458226),alta
MILANO,MILANO,MI146.4330,EX POLIGONO TIRO A SEGNO NAZIONALE,"PIAZZALE FRANCESCO ACCURSIO, 21",,altri siti non meglio specificati,9.14437877,45.4929623,POINT (9.14437877 45.4929623),alta
MILANO,MILANO,MI146.3860,AREA VIA GALLARATE,"VIA GALLARATE, 430",(*),serbatoi carburante per riscaldamento,9.10290084,45.5055335,POINT (9.10290084 45.5055335),alta
PAVIA,SPESSA,PV152.0001,ex Stabilimento RIVOL,LOCALITA' SOSTEGNO,,aree industriali dismesse,9.33095425,45.12444619,POINT (9.33095425 45.12444619),bassa
VARESE,LUINO,VA092.0012,AREA SEGRADA ETTORE,"VIA DUMENZA, 20",,smaltimenti non autorizzati - abbandono rifiuti,8.75894065,46.0104005,POINT (8.75894065 46.0104005),alta
MILANO,SESTO SAN GIOVANNI,MI209.0061,AREA SACRI,"VIA CADORE, 38",,aree industriali dismesse,9.25909326,45.54816016,POINT (9.25909326 45.54816016),alta
MONZA E DELLA BRIANZA,BRUGHERIO,MI034.0002,MAGNAGHI AEROSPACE SPA,"VIA SAN MAURIZIO AL LAMBRO, 27",,aree industriali in attività,9.29109949,45.54757809,POINT (9.29109949 45.54757809),alta
PAVIA,BORGO SAN SIRO,PV018.0001,"SARPI METALLI, COMETAL SRL",CASCINA CASON POLO,(*),aree industriali dismesse,8.93608952,45.24166341,POINT (8.93608952 45.24166341),alta
BRESCIA,LONATO DEL GARDA,BS092.0001,DISCARICA TRIVELLINO,LOCALITA' TRIVELLINO,,discariche abusive o incontrollate,10.46937959,45.44923111,POINT (10.46937959 45.44923111),alta
MILANO,BOLLATE,MI027.0078,PV ENI N. 2157,VIA IV NOVEMBRE,,impianti di stoccaggio o adduzione carburanti,9.11867035,45.54195974,POINT (9.11867035 45.54195974),alta
VARESE,SOLBIATE OLONA,VA122.0009,EX FONDERIA BIANCHI & NIPOTI SRL,"VIA CESARE BATTISTI, 73",,aree industriali dismesse,8.88283885,45.65919203,POINT (8.88283885 45.65919203),alta
MILANO,BUSTO GAROLFO,MI041.0008,Ditta Rimoldi Necchi srl,"VIA MONTEBELLO, 33",,aree industriali dismesse,8.85427974,45.5546309,POINT (8.85427974 45.5546309),alta
CREMONA,ANNICCO,CR003.0002,P.V. 2091 - TAMOIL,"PIAZZA GIUSEPPE GARIBALDI, 2",,impianti di stoccaggio o adduzione carburanti,9.88236745,45.2438382,POINT (9.88236745 45.2438382),alta
MILANO,MILANO,MI146.4203,IMMOBILE DI PROPRIETÀ SOCIETÀ LOFT INN SRL,"VIA GIUSEPPE MEDA, 25",,aree industriali dismesse,9.1789632,45.44284469,POINT (9.1789632 45.44284469),alta
MILANO,MILANO,MI146.0947,Area di Via Chiesa Rossa - Sversamento,"VIA DELLA CHIESA ROSSA, 267",,rilasci accidentali o dolosi di sostanze,9.16323454,45.41329275,POINT (9.16323454 45.41329275),alta
BRESCIA,TRENZANO,BS190.0003,TOTAL-ERG PV N. NI004193,"VIA VITTORIO VENETO MATTINA, 43",,impianti di stoccaggio o adduzione carburanti,10.01997031,45.47798688,POINT (10.01997031 45.47798688),alta
PAVIA,LARDIRAGO,PV080.0001,Corso d'acqua superficiale in fregio alla S.P. 2/sottosuolo,"VIA PER MELEGNANO, 2",,rilasci accidentali o dolosi di sostanze,9.2520508,45.24237643,POINT (9.2520508 45.24237643),bassa
VARESE,GALLARATE,VA070.0048,AREA VIA PUGLIA/VIA FILZI,VIA PUGLIA/FILZI,,altri siti non meglio specificati,8.79796871,45.64964117,POINT (8.79796871 45.64964117),alta
MILANO,MILANO,MI146.4266,AREA VIA VERRO,"VIA BERNARDINO VERRO, 43/A",,aree industriali dismesse,9.19279929,45.43860834,POINT (9.19279929 45.43860834),alta
MILANO,PARABIAGO,MI168.0036,STABILIMENTO RANCILIO,"VIA DELLA REPUBBLICA, 40",,aree industriali in attività,8.95090936,45.53400029,POINT (8.95090936 45.53400029),alta
SONDRIO,ALBOSAGGIA,SO002.0002,AREA VIA MARINI,VIA MARINI,,altri siti non meglio specificati,9.8313809,46.15040572,POINT (9.8313809 46.15040572),alta
COMO,OLTRONA DI SAN MAMETTE,CO169.0002,DITTA STAR SPA,"VIA CARLO DOMINIONI, 2",,aree industriali dismesse,8.97018809,45.75781866,POINT (8.97018809 45.75781866),alta
BERGAMO,BERGAMO,BG024.0131,CONSORZIO DI BONIFICA DELLA MEDIA PIANURA BERGAMASCA - VASCA DI LAMINAZIONE,VIA ASTINO,,altri siti non meglio specificati,9.64589857,45.7064377,POINT (9.64589857 45.7064377),alta
MILANO,MEDIGLIA,MI139.0009,MAPEI - parco serbatoi,S.P.SP 159 1,,aree industriali in attività,9.34159255,45.41167773,POINT (9.34159255 45.41167773),bassa
VARESE,BRUNELLO,VA023.0001,AREA INDUSTRIALE CBM s.r.l.. - CLS s.r.l.,VIA CAMPO DI MAGGIO,,aree industriali in attività,8.80217576,45.76792617,POINT (8.80217576 45.76792617),alta
BERGAMO,COSTA VOLPINO,BG086.0001,Ex DISCARICA DI SCORIE ACCIAIERIE PISOGNE,LOCALITA' PIZZO,,discariche abusive o incontrollate,10.10217025,45.81269758,POINT (10.10217025 45.81269758),alta
